model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
svc,k_center,0.5,0.44,0.44,0.5,0.224,0.244,0.244,0.224,2.827,0.002,0.5,0.135,0.043,0.156,0.5,5e-06,10,1,,,,
logreg,k_center,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,6.326,0.006,0.493,0.134,0.044,0.154,0.477,0.0,10,1,,,,
xgb,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,4.014,0.03,0.5,0.458,0.774,0.845,0.5,7e-06,10,1,,,,
rf,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,15.623,0.253,0.5,0.458,0.774,0.845,0.82,1.5e-05,10,1,,,,
svc,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,7.95,0.001,0.5,0.458,0.774,0.845,0.338,2e-06,10,1,,,,
logreg,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,6.038,0.008,0.5,0.458,0.774,0.845,0.552,0.0,10,1,,,,
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,3.587,0.032,0.487,0.132,0.042,0.152,0.302,1.5e-05,10,1,,,,
rf,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,18.133,0.422,0.327,0.301,0.424,0.346,0.285,3.1e-05,10,1,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.941,0.002,0.349,0.186,0.188,0.186,0.223,2e-06,10,1,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.246,0.008,0.448,0.127,0.047,0.143,0.107,1e-06,10,1,,,,
xgb,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.284,0.048,0.833,0.789,0.881,0.873,0.85,1.5e-05,10,2,,,,
rf,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,14.546,0.237,0.821,0.718,0.822,0.799,0.868,1.5e-05,10,2,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.356,0.002,0.792,0.739,0.849,0.836,0.866,2e-06,10,2,,,,
logreg,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.362,0.006,0.782,0.709,0.824,0.805,0.858,0.0,10,2,,,,
xgb,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,7.959,0.037,0.809,0.805,0.898,0.897,0.844,8e-06,10,2,,,,
rf,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,10.455,0.119,0.511,0.157,0.077,0.173,0.86,8e-06,10,2,,,,
svc,k-means,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,7.699,0.002,0.719,0.719,0.853,0.853,0.861,4e-06,10,2,,,,
logreg,k-means,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,7.641,0.008,0.759,0.748,0.866,0.863,0.873,1e-06,10,2,,,,
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.103,0.053,0.724,0.544,0.638,0.585,0.861,1e-05,10,2,,,,
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,16.207,0.179,0.63,0.391,0.431,0.397,0.798,1.5e-05,10,2,,,,
svc,ag,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,6.684,0.002,0.52,0.499,0.789,0.851,0.109,5e-06,10,2,,,,
logreg,ag,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,6.082,0.032,0.778,0.712,0.828,0.809,0.863,0.0,10,2,,,,
xgb,k_center,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,3.615,0.05,0.554,0.363,0.416,0.372,0.732,6e-06,10,2,,,,
rf,k_center,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,12.963,0.159,0.52,0.222,0.185,0.225,0.616,1.1e-05,10,2,,,,
svc,k_center,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,4.666,0.001,0.5,0.135,0.043,0.156,0.482,2e-06,10,2,,,,
logreg,k_center,0.6,0.553,0.553,0.6,0.255,0.286,0.286,0.255,7.247,0.014,0.48,0.136,0.051,0.153,0.485,1e-06,10,2,,,,
xgb,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,4.48,0.063,0.5,0.458,0.774,0.845,0.836,1.9e-05,10,2,,,,
rf,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,13.885,0.263,0.5,0.458,0.774,0.845,0.5,1.6e-05,10,2,,,,
svc,craig,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,5.571,0.002,0.503,0.471,0.775,0.839,0.281,2e-06,10,2,,,,
logreg,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,5.572,0.011,0.5,0.458,0.774,0.845,0.489,1e-06,10,2,,,,
xgb,lc,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,4.704,0.057,0.487,0.132,0.042,0.152,0.349,2.1e-05,10,2,,,,
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,15.867,0.322,0.321,0.283,0.388,0.315,0.267,2.3e-05,10,2,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.721,0.001,0.438,0.127,0.05,0.141,0.106,2e-06,10,2,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.29,0.007,0.448,0.127,0.047,0.143,0.107,1e-06,10,2,,,,
