fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
22.347374,11.991483,2.4026833,0.58580256,0.33649576,4.3256125,3.1996593,-0.32114515,26.827797,102.487144,g
42.034206,19.899185,2.8989651,0.27080828,0.14391813,-14.602261,-7.322403,-9.548588,12.356498,191.75375,g
116.13292,21.11484,2.8875856,0.299967,0.16701472,-136.20062,88.28411,-8.899123,18.897923,252.80945,g
30.70657,15.404458,2.59782,0.41480488,0.22713448,-2.620707,4.549671,0.5382811,60.48853,167.67625,g
32.520332,18.656214,2.7977161,0.31032974,0.16572931,1.9034333,3.4340029,6.347838,13.6108885,118.78403,g
78.11578,24.12526,3.130054,0.23487242,0.12948117,-70.934746,54.97879,14.773219,7.2031155,287.58698,g
39.239113,16.634207,2.72461,0.34356216,0.187126,23.068867,20.24712,9.986355,8.79562,172.86209,g
45.462013,18.347832,2.8318133,0.31018168,0.16939819,22.14795,28.271294,11.751779,10.886765,233.55678,g
61.281406,18.511278,2.8414676,0.3117597,0.17219263,48.333523,49.460663,10.929584,9.102795,232.98436,g
86.89002,35.63497,3.6831226,0.15191159,0.08209264,-51.5582,62.110344,-21.362272,5.9142094,298.2183,g
23.1413,12.431575,2.4391775,0.5635484,0.32462782,1.5104795,4.483121,0.32444507,58.752316,215.49771,g
77.9528,25.852577,3.244998,0.24445327,0.13669175,-21.480682,53.454773,-15.513979,4.271797,322.99634,g
27.331163,13.031067,2.4887166,0.5378814,0.30827945,0.25748873,5.4393153,-0.81902933,33.354248,197.85829,g
75.80164,27.519878,3.5201797,0.15586096,0.08065058,41.93296,69.38684,-14.259521,5.2285614,224.13431,g
22.96682,10.924578,2.3960896,0.5880238,0.33848527,7.5177684,4.5972753,1.9574239,11.442162,128.73578,g
70.05767,28.984306,3.0650353,0.30715096,0.17489734,-40.254208,-21.423199,20.063665,8.710529,325.63654,g
29.341095,14.660585,2.5715373,0.43437022,0.23918402,-3.2999024,1.6408806,-2.1003118,28.80275,165.77531,g
34.35981,14.4369335,2.553237,0.5108089,0.2944626,-0.9342525,5.581873,-3.1427767,19.034992,256.49884,g
40.537575,15.749613,2.71288,0.3539215,0.1943966,24.825247,23.911549,-6.245859,14.029066,172.46295,g
25.64204,12.969896,2.471542,0.53237855,0.30339342,3.5216346,5.499341,-1.3376155,35.017452,156.60529,g
40.850098,15.617065,2.6946151,0.38242167,0.21242802,17.502668,24.278542,-5.1216273,14.361271,229.67612,g
23.880596,13.76827,2.4823406,0.51162326,0.2887209,2.552575,3.5377808,0.6001391,58.095406,96.54973,g
86.74902,25.506987,3.3172293,0.1979472,0.10398689,58.781097,79.41492,-11.469753,5.131794,258.61142,g
26.784212,13.076351,2.5123906,0.4823969,0.2705607,-0.14772129,1.9122229,2.968614,11.414049,168.94452,g
110.03164,23.21209,2.9332695,0.2831471,0.15595303,70.948006,101.73726,-10.504192,11.6846895,251.61765,g
73.34683,20.967735,3.0088794,0.27696243,0.15103894,44.179226,66.730446,-1.0663851,7.197138,278.0643,h
62.34481,21.95855,3.079833,0.23195443,0.123653516,50.77266,48.74688,6.284403,10.832315,165.67552,h
30.740826,14.87322,2.5898085,0.4287253,0.23712838,7.5558496,13.068787,-0.83501077,58.086414,226.45561,h
38.423546,16.385704,2.7047462,0.34551445,0.18576427,-13.047894,-7.037279,-5.289699,14.578221,207.61124,h
138.43767,64.63016,3.5992284,0.15781632,0.085988075,-152.00833,76.12451,-48.5358,31.739407,269.68152,h
143.6447,47.155518,3.3284156,0.21734332,0.11904469,-109.57047,-122.93651,35.487705,29.539875,274.97308,h
43.17193,20.436779,2.8750236,0.28577912,0.1527163,6.0339313,14.75091,-3.608272,60.131596,98.37777,h
123.14795,38.319916,2.9900513,0.26917747,0.14969039,163.22444,-62.73896,1.5833421,24.947353,159.77986,h
23.036634,12.054492,2.410877,0.5926026,0.34242582,0.38006735,2.4491806,0.37087503,50.674133,185.3466,h
91.35631,24.58049,3.1510873,0.23388416,0.12857006,-102.77939,70.78896,-13.550383,13.722626,267.43893,h
138.03632,37.946953,3.1534452,0.23947722,0.13255616,-172.72432,108.72184,10.745072,29.587412,239.37195,h
28.43603,14.758499,2.5562494,0.44802332,0.24837647,-2.1361783,3.6110625,0.8416996,62.65831,169.64194,h
90.77788,20.613308,2.8092754,0.31379274,0.17406467,64.09931,72.698685,-7.1905165,45.915245,151.0721,h
151.28621,95.65195,3.6890059,0.14998505,0.074312136,-109.27644,-100.40817,85.834816,47.82381,261.28143,h
24.893763,11.63649,2.442077,0.57589227,0.33377254,3.8374696,6.718231,-0.68889844,17.228222,211.25658,h
156.09299,63.36686,3.4967186,0.17972232,0.09728515,-145.96883,-110.65652,-40.7448,33.132736,255.40318,h
129.88637,79.34691,3.7231343,0.14160062,0.072143525,-80.70639,72.02193,57.40022,41.644665,258.84348,h
41.251244,18.629742,2.7721322,0.32866284,0.1759496,-3.850214,-6.1591377,-1.6055261,59.87704,198.67516,h
51.429375,18.291956,2.8274357,0.30074757,0.16284716,36.323868,37.93885,-5.088528,56.68066,183.16287,h
86.68697,22.889704,2.896892,0.28403538,0.14973965,-51.709686,-80.2808,4.588609,36.16943,130.87932,h
45.72283,16.194653,2.7695138,0.34134468,0.1880844,21.732462,33.062958,-5.865562,11.973974,233.94391,h
120.0486,72.82835,3.6472008,0.16132663,0.08247471,-43.477234,-72.16746,-52.913906,35.607452,265.95605,h
141.21286,60.23472,3.2673602,0.1891798,0.10095463,196.55937,-85.15701,-39.39233,28.606148,185.43147,h
82.12577,32.24417,3.177553,0.28653428,0.16490392,-40.74449,-42.099457,-20.189533,10.064274,336.22595,h
170.4469,91.39598,3.719343,0.14005123,0.0723815,-163.69025,-111.95749,-69.51055,40.38493,250.63596,h
116.395874,66.72378,3.5295763,0.16768432,0.08671206,-49.791523,-79.51806,52.238018,41.153347,270.69025,h
253.68205,104.86596,3.650873,0.07520583,0.040230334,427.40073,-186.68958,-76.51018,30.443504,171.62805,h
168.77786,27.984549,2.8324056,0.29991293,0.16900998,115.626564,150.88538,10.989594,21.616814,161.11426,h
124.95557,46.957535,3.3428626,0.16546223,0.08453658,91.38847,117.87639,37.88343,33.76075,217.36662,h
111.803856,21.371702,2.896559,0.29952472,0.16691713,-130.89131,82.5221,-9.989808,18.561857,256.89694,h
22.975138,10.94935,2.3889735,0.60083896,0.3470079,8.200043,5.178811,0.48593172,13.449143,127.160614,h
27.826355,14.6108265,2.535159,0.47184396,0.26297128,-0.21379614,4.1828017,-1.4520236,38.997166,166.8713,h
27.194508,12.872218,2.5121872,0.5017487,0.28490824,4.8156104,8.036955,-1.7065518,14.990151,194.08852,h
23.666584,13.6379385,2.4748676,0.5175048,0.29270253,2.5720773,3.6873932,0.52638996,57.34739,99.61601,h
34.1053,19.153984,2.822887,0.29192904,0.15495852,-6.770014,-2.4385614,-0.60255015,15.228701,133.69,h
157.05714,65.98093,3.4321868,0.17331764,0.09205422,-175.48767,-91.71042,49.806164,40.89595,244.93805,h
125.36453,71.04055,3.7744641,0.11286229,0.055449843,69.03356,86.20371,-50.350414,32.85972,245.56155,h
189.58522,118.38152,3.9247339,0.047285438,0.016308725,211.79774,67.66146,-92.65433,42.727425,214.02698,h
130.06311,26.770386,2.9522984,0.2640129,0.14371687,85.58162,119.63669,-11.6298,20.854221,200.60841,h
203.2972,76.35905,3.3473527,0.16164029,0.09344733,294.63895,-134.3403,57.467777,36.298992,161.08344,h
35.659756,15.372219,2.636758,0.41883478,0.23273265,10.7066345,16.551792,-2.5563736,39.84775,215.21996,h
93.63843,57.42672,3.4322019,0.21762317,0.11659027,-24.195639,-51.53209,48.350822,30.631233,338.6786,h
92.636566,20.675884,2.7921002,0.4243228,0.24714623,-71.72986,-60.778954,-7.170262,16.657097,290.58276,h
26.926786,14.075719,2.5417073,0.45867187,0.25562,9.199123,9.260251,-2.9301264,15.528604,120.24082,h
23.018074,12.309052,2.440661,0.5652443,0.326245,2.0624466,5.4125633,0.18763155,57.507202,218.80072,h
104.86547,53.685677,3.6634996,0.14352162,0.075207725,-56.85732,68.57792,35.494007,27.625652,283.62122,h
162.48409,31.119858,2.978008,0.26866388,0.14974505,-212.93289,128.29688,-17.483992,30.469017,211.33423,h
106.98761,45.316692,3.31919,0.2198781,0.11999629,-86.48751,-59.560364,-27.664822,23.958773,271.90417,h
105.57811,51.295135,3.617562,0.13693748,0.06909457,54.124115,89.334274,-33.097027,26.088285,211.45586,h
87.9639,43.93407,3.3109553,0.211824,0.113642186,-44.197906,-47.082947,31.42644,27.676828,278.85895,h
