model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
knn,ag,0.91,0.909,0.909,0.91,0.049,0.051,0.051,0.049,1.327,0.001,0.908,0.512,0.976,0.955,,5e-06,latent,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0014388561248779297,1200.3339009284973
xgb,ag,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,1.646,0.038,0.917,0.515,0.977,0.958,,0.0,latent,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0014388561248779297,1200.3339009284973
rf,ag,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,12.123,0.149,0.919,0.516,0.978,0.96,,4e-06,latent,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0014388561248779297,1200.3339009284973
mlp,ag,0.88,0.879,0.879,0.88,0.103,0.103,0.103,0.103,2.636,0.096,0.949,0.517,0.977,0.958,,1e-06,latent,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0014388561248779297,1200.3339009284973
naive_bayes,lc,0.58,0.507,0.507,0.58,0.075,0.091,0.091,0.075,0.577,0.001,0.61,0.182,0.36,0.221,,0.0,original,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
logreg,lc,0.9,0.896,0.896,0.9,0.084,0.09,0.09,0.084,0.879,0.008,0.447,0.077,0.152,0.083,,0.0,original,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
knn,lc,0.9,0.898,0.898,0.9,0.071,0.073,0.073,0.071,0.777,0.001,0.374,0.116,0.229,0.13,,2e-06,original,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
xgb,lc,0.95,0.95,0.95,0.95,0.045,0.045,0.045,0.045,1.171,0.011,0.573,0.129,0.255,0.148,,0.0,original,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
rf,lc,0.95,0.95,0.95,0.95,0.045,0.045,0.045,0.045,12.509,0.434,0.564,0.115,0.226,0.129,,8e-06,original,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
mlp,lc,0.94,0.939,0.939,0.94,0.049,0.05,0.05,0.049,2.607,0.089,0.452,0.065,0.127,0.069,,1e-06,original,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
naive_bayes,lc,0.6,0.527,0.527,0.6,0.071,0.099,0.099,0.071,0.55,0.002,0.501,0.009,0.015,0.009,,0.0,latent,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.007,0.246,0.004,0.007,0.004,,0.0,latent,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
knn,lc,0.94,0.939,0.939,0.94,0.058,0.059,0.059,0.058,0.68,0.001,0.243,0.051,0.1,0.053,,0.0,latent,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
xgb,lc,0.92,0.92,0.92,0.92,0.051,0.051,0.051,0.051,1.308,0.032,0.299,0.023,0.044,0.023,,0.0,latent,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
rf,lc,0.97,0.97,0.97,0.97,0.04,0.04,0.04,0.04,8.324,0.116,0.331,0.007,0.012,0.007,,7e-06,latent,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
mlp,lc,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,2.199,0.068,0.279,0.07,0.139,0.076,,0.0,latent,50,7,2479.7548019886017,0,9.255008810817711e-07,0.0013926029205322266,14.688033103942871
naive_bayes,random,0.85,0.842,0.842,0.85,0.095,0.102,0.102,0.095,0.636,0.001,0.792,0.379,0.75,0.602,,0.0,original,50,8,,,,,
logreg,random,0.9,0.899,0.899,0.9,0.032,0.032,0.032,0.032,0.837,0.004,0.847,0.464,0.913,0.843,,0.0,original,50,8,,,,,
knn,random,0.92,0.92,0.92,0.92,0.068,0.069,0.069,0.068,0.621,0.001,0.837,0.454,0.895,0.812,,1e-06,original,50,8,,,,,
xgb,random,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,1.162,0.011,0.916,0.497,0.962,0.928,,0.0,original,50,8,,,,,
rf,random,0.97,0.97,0.97,0.97,0.024,0.025,0.025,0.024,10.553,0.233,0.914,0.485,0.946,0.899,,5e-06,original,50,8,,,,,
mlp,random,0.91,0.91,0.91,0.91,0.066,0.066,0.066,0.066,1.843,0.049,0.858,0.465,0.914,0.844,,1e-06,original,50,8,,,,,
naive_bayes,k-means,0.72,0.697,0.697,0.72,0.051,0.064,0.064,0.051,0.654,0.001,0.783,0.364,0.722,0.566,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
logreg,k-means,0.8,0.798,0.798,0.8,0.063,0.064,0.064,0.063,0.93,0.011,0.788,0.474,0.933,0.876,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
knn,k-means,0.81,0.807,0.807,0.81,0.049,0.051,0.051,0.049,0.808,0.001,0.828,0.466,0.917,0.85,,2e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
xgb,k-means,0.93,0.93,0.93,0.93,0.051,0.051,0.051,0.051,1.279,0.035,0.449,0.467,0.933,0.876,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
rf,k-means,0.96,0.96,0.96,0.96,0.037,0.037,0.037,0.037,11.34,0.309,0.594,0.464,0.92,0.854,,6e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
mlp,k-means,0.81,0.808,0.808,0.81,0.073,0.075,0.075,0.073,2.415,0.089,0.868,0.467,0.917,0.85,,1e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
naive_bayes,k-means,0.71,0.685,0.685,0.71,0.073,0.093,0.093,0.073,0.582,0.001,0.773,0.495,0.965,0.934,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
logreg,k-means,0.97,0.97,0.97,0.97,0.04,0.04,0.04,0.04,0.883,0.008,0.923,0.515,0.977,0.958,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
knn,k-means,0.87,0.869,0.869,0.87,0.06,0.061,0.061,0.06,0.681,0.001,0.915,0.507,0.972,0.947,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.329,0.02,0.89,0.499,0.965,0.934,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.878,0.431,0.904,0.496,0.961,0.927,,1.4e-05,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
mlp,k-means,0.93,0.93,0.93,0.93,0.068,0.068,0.068,0.068,2.437,0.093,0.943,0.516,0.977,0.958,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001119375228881836,66.8937439918518
naive_bayes,k-center,0.91,0.909,0.909,0.91,0.037,0.039,0.039,0.037,0.581,0.001,0.61,0.182,0.36,0.221,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
logreg,k-center,0.93,0.93,0.93,0.93,0.051,0.051,0.051,0.051,0.993,0.015,0.58,0.14,0.276,0.161,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
knn,k-center,0.91,0.91,0.91,0.91,0.037,0.038,0.038,0.037,0.78,0.001,0.501,0.002,0.002,0.002,,1e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
xgb,k-center,0.95,0.95,0.95,0.95,0.0,0.0,0.0,0.0,1.209,0.016,0.542,0.085,0.168,0.093,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
rf,k-center,0.93,0.93,0.93,0.93,0.04,0.04,0.04,0.04,12.749,0.426,0.519,0.039,0.075,0.04,,6e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
mlp,k-center,0.88,0.88,0.88,0.88,0.125,0.125,0.125,0.125,1.938,0.035,0.405,0.034,0.067,0.036,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
naive_bayes,k-center,0.93,0.93,0.93,0.93,0.024,0.024,0.024,0.024,0.718,0.002,0.783,0.364,0.722,0.567,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
logreg,k-center,0.92,0.92,0.92,0.92,0.04,0.04,0.04,0.04,1.028,0.01,0.502,0.005,0.008,0.005,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
knn,k-center,0.92,0.92,0.92,0.92,0.04,0.04,0.04,0.04,0.712,0.001,0.502,0.004,0.006,0.004,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
xgb,k-center,0.96,0.96,0.96,0.96,0.02,0.02,0.02,0.02,1.362,0.033,0.655,0.305,0.606,0.436,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
rf,k-center,0.92,0.92,0.92,0.92,0.06,0.06,0.06,0.06,11.114,0.464,0.629,0.207,0.411,0.26,,1.3e-05,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
mlp,k-center,0.93,0.93,0.93,0.93,0.04,0.04,0.04,0.04,1.808,0.035,0.59,0.154,0.304,0.18,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0010242462158203125,22.687991857528687
naive_bayes,ag,0.74,0.721,0.721,0.74,0.08,0.093,0.093,0.08,0.593,0.001,0.783,0.364,0.722,0.566,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
logreg,ag,0.82,0.819,0.819,0.82,0.068,0.068,0.068,0.068,0.943,0.01,0.76,0.412,0.816,0.691,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
knn,ag,0.82,0.818,0.818,0.82,0.051,0.053,0.053,0.051,0.673,0.001,0.807,0.413,0.818,0.694,,2e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
xgb,ag,0.91,0.909,0.909,0.91,0.066,0.067,0.067,0.066,1.191,0.024,0.557,0.461,0.917,0.849,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
rf,ag,0.91,0.909,0.909,0.91,0.058,0.059,0.059,0.058,11.43,0.312,0.627,0.45,0.893,0.809,,7e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
mlp,ag,0.74,0.737,0.737,0.74,0.058,0.06,0.06,0.058,2.023,0.042,0.735,0.405,0.803,0.672,,1e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
naive_bayes,ag,0.77,0.756,0.756,0.77,0.081,0.097,0.097,0.081,34.946,0.001,0.826,0.481,0.943,0.894,,1e-06,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
logreg,ag,0.94,0.94,0.94,0.94,0.02,0.02,0.02,0.02,1.315,0.01,0.924,0.512,0.975,0.954,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
knn,ag,0.89,0.889,0.889,0.89,0.058,0.059,0.059,0.058,1.333,0.001,0.907,0.523,0.982,0.968,,5e-06,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
xgb,ag,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,1.484,0.021,0.899,0.498,0.963,0.931,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
rf,ag,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,11.161,0.335,0.896,0.5,0.966,0.937,,1.6e-05,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
mlp,ag,0.89,0.889,0.889,0.89,0.058,0.059,0.059,0.058,2.695,0.114,0.941,0.512,0.975,0.953,,1e-06,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.001272439956665039,1399.2697052955627
naive_bayes,lc,0.76,0.744,0.744,0.76,0.058,0.07,0.07,0.058,0.665,0.002,0.78,0.362,0.716,0.56,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
logreg,lc,0.93,0.929,0.929,0.93,0.04,0.04,0.04,0.04,0.85,0.008,0.395,0.077,0.153,0.084,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
knn,lc,0.92,0.919,0.919,0.92,0.051,0.051,0.051,0.051,0.796,0.001,0.433,0.316,0.629,0.46,,2e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
xgb,lc,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,1.154,0.026,0.526,0.05,0.097,0.052,,0.0,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
rf,lc,0.95,0.95,0.95,0.95,0.055,0.055,0.055,0.055,8.712,0.2,0.575,0.132,0.261,0.151,,3e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
mlp,lc,0.93,0.929,0.929,0.93,0.04,0.04,0.04,0.04,2.41,0.091,0.483,0.303,0.603,0.432,,1e-06,original,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
naive_bayes,lc,0.88,0.879,0.879,0.88,0.06,0.061,0.061,0.06,0.541,0.001,0.59,0.45,0.893,0.809,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.857,0.005,0.22,0.005,0.009,0.005,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
knn,lc,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,0.664,0.001,0.25,0.046,0.09,0.048,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
xgb,lc,0.97,0.97,0.97,0.97,0.04,0.04,0.04,0.04,1.336,0.035,0.355,0.127,0.252,0.145,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
rf,lc,0.95,0.95,0.95,0.95,0.055,0.055,0.055,0.055,8.956,0.212,0.438,0.125,0.247,0.142,,6e-06,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.747,0.108,0.283,0.006,0.011,0.006,,0.0,latent,50,8,5395.058561325073,0,8.197461189415758e-07,0.0011248588562011719,12.029452085494995
naive_bayes,random,0.84,0.835,0.835,0.84,0.08,0.085,0.085,0.08,0.658,0.002,0.784,0.367,0.728,0.574,,0.0,original,50,9,,,,,
logreg,random,0.87,0.869,0.869,0.87,0.075,0.077,0.077,0.075,0.892,0.006,0.871,0.465,0.914,0.843,,0.0,original,50,9,,,,,
knn,random,0.92,0.919,0.919,0.92,0.087,0.089,0.089,0.087,0.803,0.001,0.855,0.456,0.898,0.817,,2e-06,original,50,9,,,,,
xgb,random,0.95,0.949,0.949,0.95,0.055,0.056,0.056,0.055,1.206,0.021,0.918,0.478,0.934,0.878,,0.0,original,50,9,,,,,
rf,random,0.93,0.929,0.929,0.93,0.051,0.052,0.052,0.051,11.96,0.434,0.913,0.492,0.955,0.917,,9e-06,original,50,9,,,,,
mlp,random,0.9,0.899,0.899,0.9,0.055,0.055,0.055,0.055,2.406,0.075,0.85,0.446,0.881,0.789,,1e-06,original,50,9,,,,,
naive_bayes,k-means,0.72,0.696,0.696,0.72,0.051,0.066,0.066,0.051,0.592,0.001,0.783,0.364,0.722,0.566,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
logreg,k-means,0.82,0.819,0.819,0.82,0.098,0.098,0.098,0.098,0.884,0.009,0.792,0.455,0.899,0.819,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
knn,k-means,0.84,0.837,0.837,0.84,0.097,0.101,0.101,0.097,0.846,0.001,0.833,0.442,0.872,0.775,,2e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
xgb,k-means,0.9,0.899,0.899,0.9,0.032,0.033,0.033,0.032,1.174,0.015,0.432,0.457,0.913,0.842,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
rf,k-means,0.92,0.919,0.919,0.92,0.051,0.052,0.052,0.051,10.37,0.222,0.399,0.437,0.873,0.777,,4e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
mlp,k-means,0.8,0.796,0.796,0.8,0.13,0.133,0.133,0.13,2.443,0.08,0.824,0.41,0.812,0.685,,1e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
naive_bayes,k-means,0.71,0.709,0.709,0.71,0.097,0.098,0.098,0.097,0.582,0.002,0.752,0.504,0.976,0.956,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
logreg,k-means,0.93,0.929,0.929,0.93,0.068,0.069,0.069,0.068,0.91,0.01,0.941,0.499,0.963,0.93,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
knn,k-means,0.82,0.813,0.813,0.82,0.068,0.078,0.078,0.068,0.678,0.001,0.876,0.537,0.988,0.979,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.289,0.028,0.919,0.515,0.977,0.958,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
rf,k-means,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,9.032,0.155,0.901,0.511,0.976,0.955,,6e-06,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
mlp,k-means,0.83,0.823,0.823,0.83,0.136,0.142,0.142,0.136,2.39,0.087,0.932,0.505,0.969,0.943,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011687278747558594,75.96738147735596
naive_bayes,k-center,0.87,0.868,0.868,0.87,0.06,0.062,0.062,0.06,0.555,0.001,0.78,0.362,0.716,0.56,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
logreg,k-center,0.93,0.93,0.93,0.93,0.068,0.069,0.069,0.068,1.037,0.014,0.778,0.36,0.713,0.556,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
knn,k-center,0.88,0.879,0.879,0.88,0.051,0.051,0.051,0.051,0.771,0.001,0.5,0.002,0.002,0.002,,1e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
xgb,k-center,0.92,0.92,0.92,0.92,0.068,0.068,0.068,0.068,1.15,0.028,0.669,0.28,0.555,0.386,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
rf,k-center,0.9,0.9,0.9,0.9,0.045,0.045,0.045,0.045,10.085,0.096,0.594,0.16,0.316,0.189,,2e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
mlp,k-center,0.91,0.909,0.909,0.91,0.066,0.067,0.067,0.066,2.094,0.078,0.469,0.062,0.121,0.066,,1e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
naive_bayes,k-center,0.82,0.817,0.817,0.82,0.051,0.051,0.051,0.051,0.615,0.002,0.5,0.002,0.001,0.002,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
logreg,k-center,0.9,0.9,0.9,0.9,0.084,0.084,0.084,0.084,0.983,0.012,0.529,0.055,0.108,0.058,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
knn,k-center,0.9,0.899,0.899,0.9,0.055,0.055,0.055,0.055,0.698,0.001,0.513,0.026,0.05,0.027,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
xgb,k-center,0.92,0.92,0.92,0.92,0.04,0.04,0.04,0.04,1.38,0.039,0.616,0.191,0.379,0.235,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
rf,k-center,0.89,0.889,0.889,0.89,0.058,0.059,0.059,0.058,10.294,0.238,0.667,0.252,0.499,0.334,,7e-06,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
mlp,k-center,0.89,0.89,0.89,0.89,0.058,0.058,0.058,0.058,1.727,0.044,0.548,0.088,0.174,0.097,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0010581016540527344,22.54550862312317
naive_bayes,ag,0.75,0.734,0.734,0.75,0.045,0.055,0.055,0.045,0.561,0.001,0.783,0.364,0.722,0.566,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
logreg,ag,0.82,0.819,0.819,0.82,0.075,0.075,0.075,0.075,0.924,0.011,0.821,0.467,0.92,0.854,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
knn,ag,0.83,0.827,0.827,0.83,0.068,0.069,0.069,0.068,0.823,0.001,0.836,0.504,0.972,0.949,,2e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
xgb,ag,0.96,0.96,0.96,0.96,0.058,0.058,0.058,0.058,1.147,0.01,0.445,0.465,0.928,0.868,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
rf,ag,0.94,0.94,0.94,0.94,0.073,0.074,0.074,0.073,11.213,0.277,0.582,0.427,0.849,0.739,,4e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
mlp,ag,0.81,0.808,0.808,0.81,0.058,0.059,0.059,0.058,2.37,0.08,0.84,0.439,0.866,0.766,,1e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
naive_bayes,ag,0.74,0.725,0.725,0.74,0.102,0.115,0.115,0.102,34.735,0.002,0.714,0.514,0.985,0.973,,1e-06,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
logreg,ag,0.92,0.919,0.919,0.92,0.075,0.076,0.076,0.075,1.258,0.008,0.916,0.514,0.977,0.957,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
knn,ag,0.87,0.87,0.87,0.87,0.081,0.081,0.081,0.081,1.299,0.001,0.913,0.511,0.975,0.953,,5e-06,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.502,0.022,0.894,0.512,0.977,0.957,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
rf,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.938,0.174,0.895,0.506,0.971,0.947,,5e-06,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
mlp,ag,0.9,0.899,0.899,0.9,0.063,0.064,0.064,0.063,2.509,0.097,0.924,0.517,0.979,0.96,,1e-06,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0011582374572753906,1333.2736604213715
naive_bayes,lc,0.93,0.93,0.93,0.93,0.024,0.025,0.025,0.024,0.606,0.001,0.469,0.48,0.958,0.921,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
logreg,lc,0.94,0.94,0.94,0.94,0.037,0.038,0.038,0.037,0.878,0.006,0.502,0.365,0.726,0.572,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
knn,lc,0.93,0.93,0.93,0.93,0.024,0.025,0.025,0.024,0.81,0.001,0.419,0.165,0.328,0.197,,2e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
xgb,lc,0.97,0.97,0.97,0.97,0.04,0.04,0.04,0.04,1.193,0.03,0.578,0.15,0.296,0.175,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
rf,lc,0.94,0.94,0.94,0.94,0.037,0.038,0.038,0.037,9.979,0.44,0.553,0.1,0.196,0.11,,6e-06,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
mlp,lc,0.93,0.93,0.93,0.93,0.024,0.025,0.025,0.024,2.004,0.047,0.39,0.175,0.347,0.211,,0.0,original,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
naive_bayes,lc,0.93,0.93,0.93,0.93,0.024,0.025,0.025,0.024,0.547,0.001,0.308,0.077,0.152,0.083,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
logreg,lc,0.97,0.97,0.97,0.97,0.04,0.04,0.04,0.04,0.877,0.008,0.223,0.019,0.037,0.02,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
knn,lc,0.95,0.95,0.95,0.95,0.045,0.045,0.045,0.045,0.69,0.001,0.25,0.198,0.395,0.247,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
xgb,lc,0.97,0.97,0.97,0.97,0.024,0.025,0.025,0.024,1.323,0.04,0.234,0.128,0.254,0.146,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
rf,lc,0.94,0.94,0.94,0.94,0.037,0.038,0.038,0.037,10.631,0.154,0.249,0.064,0.126,0.068,,5e-06,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
mlp,lc,0.97,0.97,0.97,0.97,0.04,0.04,0.04,0.04,2.309,0.082,0.371,0.192,0.382,0.237,,0.0,latent,50,9,1983.196189403534,0,7.808841967339478e-07,0.0015044212341308594,12.768347978591919
