model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
mlp,ag,0.2,0.167,0.167,0.2,0.245,0.211,0.211,0.245,8.266,1.602,0.654,0.616,0.705,0.682,0.716,1.2e-05,latent,10,5,90.30084037780762,0,1.16712075692636e-06,0.0017707347869873047
naive_bayes,ag,0.4,0.387,0.387,0.4,0.255,0.257,0.257,0.255,6.957,0.001,0.562,0.38,0.375,0.38,0.575,2e-06,latent,10,5,90.30084037780762,0,1.16712075692636e-06,0.0017707347869873047
knn,ag,0.6,0.587,0.587,0.6,0.255,0.267,0.267,0.255,7.058,0.001,0.64,0.655,0.776,0.792,0.653,4.1e-05,latent,10,5,90.30084037780762,0,1.16712075692636e-06,0.0017707347869873047
xgb,random,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,7.716,0.052,0.564,0.531,0.628,0.596,0.603,7e-06,original,10,6,,,,
rf,random,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,16.068,0.297,0.582,0.51,0.578,0.541,0.614,1.2e-05,original,10,6,,,,
svc,random,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,7.095,0.001,0.591,0.504,0.563,0.527,0.362,3e-06,original,10,6,,,,
logreg,random,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,7.035,0.007,0.565,0.508,0.586,0.548,0.588,0.0,original,10,6,,,,
mlp,random,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,7.071,1.617,0.604,0.528,0.595,0.559,0.624,1.7e-05,original,10,6,,,,
naive_bayes,random,0.7,0.687,0.687,0.7,0.292,0.307,0.307,0.292,7.005,0.001,0.658,0.585,0.656,0.624,0.672,2e-06,original,10,6,,,,
knn,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.006,0.0,0.586,0.56,0.662,0.637,0.612,2e-06,original,10,6,,,,
xgb,k-means,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,7.616,0.081,0.568,0.423,0.443,0.425,0.62,2e-06,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
rf,k-means,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,15.483,0.425,0.62,0.499,0.541,0.51,0.678,1.4e-05,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
svc,k-means,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,6.373,0.002,0.61,0.613,0.737,0.74,0.321,5e-06,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
logreg,k-means,0.55,0.533,0.533,0.55,0.367,0.372,0.372,0.367,4.076,0.049,0.605,0.579,0.68,0.657,0.646,0.0,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
mlp,k-means,0.35,0.293,0.293,0.35,0.255,0.244,0.244,0.255,6.309,0.055,0.659,0.602,0.681,0.653,0.71,4.7e-05,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
naive_bayes,k-means,0.4,0.333,0.333,0.4,0.2,0.207,0.207,0.2,6.861,0.001,0.664,0.668,0.775,0.778,0.675,2e-06,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
knn,k-means,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,5.911,0.001,0.59,0.568,0.674,0.652,0.615,4.5e-05,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
xgb,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,7.642,0.047,0.648,0.577,0.648,0.616,0.714,7e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
rf,k-means,0.6,0.593,0.593,0.6,0.122,0.114,0.114,0.122,12.7,0.115,0.68,0.62,0.697,0.67,0.738,4e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
svc,k-means,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,6.446,0.002,0.638,0.656,0.779,0.798,0.3,6e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
logreg,k-means,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,2.82,0.004,0.65,0.639,0.741,0.733,0.704,1.3e-05,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
mlp,k-means,0.4,0.333,0.333,0.4,0.2,0.207,0.207,0.2,7.509,0.02,0.676,0.631,0.714,0.691,0.739,1.8e-05,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
naive_bayes,k-means,0.4,0.313,0.313,0.4,0.122,0.111,0.111,0.122,6.945,0.001,0.549,0.55,0.715,0.745,0.593,3e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
knn,k-means,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,7.732,0.001,0.611,0.619,0.747,0.758,0.66,4.3e-05,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0017070770263671875
xgb,k-center,0.65,0.627,0.627,0.65,0.339,0.362,0.362,0.339,7.708,0.027,0.517,0.235,0.16,0.259,0.486,6e-06,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
rf,k-center,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,18.247,0.333,0.512,0.214,0.128,0.244,0.547,1e-05,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
svc,k-center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,3.8,0.002,0.5,0.181,0.08,0.221,0.478,4e-06,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
logreg,k-center,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,4.122,0.007,0.5,0.182,0.082,0.222,0.621,0.0,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
mlp,k-center,0.45,0.373,0.373,0.45,0.1,0.114,0.114,0.1,7.031,1.71,0.537,0.475,0.548,0.507,0.531,2.6e-05,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
naive_bayes,k-center,0.35,0.253,0.253,0.35,0.122,0.065,0.065,0.122,4.894,0.001,0.477,0.196,0.111,0.224,0.549,1e-06,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
knn,k-center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.185,0.001,0.5,0.181,0.08,0.221,0.51,4.4e-05,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
xgb,k-center,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,7.027,0.028,0.518,0.264,0.206,0.279,0.486,7e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
rf,k-center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,18.645,0.47,0.501,0.184,0.084,0.223,0.47,1.8e-05,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
svc,k-center,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,7.115,0.001,0.5,0.181,0.08,0.221,0.5,4e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
logreg,k-center,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,5.457,0.005,0.5,0.181,0.08,0.221,0.467,1.8e-05,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
mlp,k-center,0.4,0.347,0.347,0.4,0.122,0.134,0.134,0.122,8.321,0.043,0.55,0.439,0.477,0.447,0.536,1.3e-05,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
naive_bayes,k-center,0.45,0.38,0.38,0.45,0.245,0.24,0.24,0.245,6.939,0.001,0.5,0.182,0.082,0.222,0.482,3e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
knn,k-center,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,3.236,0.001,0.5,0.181,0.08,0.221,0.497,5e-05,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0021021366119384766
xgb,ag,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,7.089,0.023,0.584,0.464,0.501,0.472,0.624,7e-06,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
rf,ag,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,18.114,0.431,0.619,0.497,0.537,0.507,0.656,1.4e-05,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
svc,ag,0.5,0.42,0.42,0.5,0.158,0.183,0.183,0.158,7.019,0.001,0.655,0.644,0.745,0.737,0.284,4e-06,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
logreg,ag,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,7.015,0.008,0.648,0.627,0.726,0.712,0.7,0.0,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
mlp,ag,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,8.271,1.923,0.632,0.596,0.688,0.664,0.683,1.9e-05,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
naive_bayes,ag,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,4.988,0.001,0.59,0.572,0.681,0.661,0.616,1e-06,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
knn,ag,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,7.656,0.001,0.65,0.603,0.687,0.661,0.682,2e-06,original,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
xgb,ag,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,4.261,0.037,0.656,0.592,0.667,0.636,0.706,6e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
rf,ag,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,16.655,0.334,0.673,0.598,0.668,0.637,0.723,1.1e-05,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
svc,ag,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,7.053,0.003,0.666,0.676,0.783,0.79,0.254,5e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
logreg,ag,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,7.647,0.005,0.664,0.654,0.754,0.748,0.748,9e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
mlp,ag,0.35,0.253,0.253,0.35,0.122,0.065,0.065,0.122,7.964,2.011,0.633,0.555,0.623,0.588,0.701,1.4e-05,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
naive_bayes,ag,0.45,0.407,0.407,0.45,0.1,0.122,0.122,0.1,6.908,0.002,0.565,0.57,0.725,0.749,0.628,2e-06,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
knn,ag,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,7.895,0.001,0.639,0.62,0.721,0.707,0.66,5e-05,latent,10,6,268.66145944595337,0,1.1759245837176287e-06,0.0020287036895751953
xgb,random,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,7.753,0.025,0.596,0.548,0.634,0.601,0.587,1e-06,original,10,7,,,,
rf,random,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,15.879,0.178,0.536,0.499,0.591,0.554,0.591,6e-06,original,10,7,,,,
svc,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.577,0.001,0.535,0.322,0.293,0.326,0.5,3e-06,original,10,7,,,,
logreg,random,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,6.555,0.005,0.574,0.516,0.594,0.557,0.574,0.0,original,10,7,,,,
mlp,random,0.65,0.627,0.627,0.65,0.339,0.362,0.362,0.339,7.609,0.02,0.641,0.569,0.64,0.607,0.675,1.9e-05,original,10,7,,,,
naive_bayes,random,0.6,0.567,0.567,0.6,0.2,0.226,0.226,0.2,6.806,0.001,0.673,0.601,0.672,0.642,0.686,2e-06,original,10,7,,,,
knn,random,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,3.437,0.001,0.517,0.506,0.627,0.601,0.581,8e-06,original,10,7,,,,
xgb,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.322,0.023,0.586,0.473,0.515,0.483,0.618,2.2e-05,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
rf,k-means,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,14.424,0.203,0.584,0.471,0.512,0.481,0.637,7e-06,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
svc,k-means,0.4,0.333,0.333,0.4,0.2,0.207,0.207,0.2,7.191,0.001,0.625,0.633,0.756,0.765,0.5,3e-06,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
logreg,k-means,0.5,0.467,0.467,0.5,0.316,0.337,0.337,0.316,6.629,0.025,0.602,0.544,0.623,0.588,0.655,0.0,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
mlp,k-means,0.3,0.253,0.253,0.3,0.292,0.271,0.271,0.292,7.878,2.018,0.629,0.573,0.654,0.622,0.701,3.7e-05,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
naive_bayes,k-means,0.5,0.467,0.467,0.5,0.316,0.337,0.337,0.316,6.819,0.001,0.626,0.641,0.768,0.785,0.643,1e-06,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
knn,k-means,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,7.959,0.001,0.606,0.621,0.76,0.786,0.657,1.2e-05,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
xgb,k-means,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,7.355,0.026,0.61,0.49,0.531,0.501,0.684,7e-06,latent,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
rf,k-means,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,16.857,0.293,0.645,0.55,0.608,0.574,0.726,9e-06,latent,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
svc,k-means,0.5,0.44,0.44,0.5,0.224,0.244,0.244,0.224,6.893,0.002,0.698,0.684,0.775,0.768,0.229,5e-06,latent,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
logreg,k-means,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,6.913,0.093,0.626,0.561,0.635,0.601,0.667,1.4e-05,latent,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
mlp,k-means,0.25,0.207,0.207,0.25,0.224,0.194,0.194,0.224,6.413,0.024,0.701,0.666,0.75,0.733,0.764,2.5e-05,latent,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
naive_bayes,k-means,0.45,0.393,0.393,0.45,0.187,0.203,0.203,0.187,6.359,0.001,0.607,0.621,0.759,0.784,0.701,2e-06,latent,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
knn,k-means,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,7.037,0.001,0.668,0.639,0.73,0.713,0.684,1.5e-05,latent,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017845630645751953
xgb,k-center,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,4.399,0.025,0.498,0.48,0.681,0.729,0.53,7e-06,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017962455749511719
rf,k-center,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,17.298,0.482,0.536,0.468,0.534,0.495,0.548,1.4e-05,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017962455749511719
svc,k-center,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,7.182,0.001,0.502,0.185,0.086,0.224,0.559,3e-06,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017962455749511719
logreg,k-center,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,7.053,0.008,0.502,0.188,0.091,0.226,0.552,1e-06,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017962455749511719
mlp,k-center,0.5,0.42,0.42,0.5,0.158,0.183,0.183,0.158,6.245,0.028,0.533,0.453,0.511,0.473,0.535,1e-05,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017962455749511719
naive_bayes,k-center,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,2.504,0.001,0.638,0.59,0.676,0.647,0.626,2e-06,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017962455749511719
knn,k-center,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,7.829,0.001,0.504,0.191,0.095,0.228,0.511,3e-06,original,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017962455749511719
xgb,k-center,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,6.94,0.042,0.495,0.381,0.407,0.384,0.491,1e-05,latent,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017962455749511719
rf,k-center,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,14.262,0.177,0.504,0.191,0.094,0.228,0.52,7e-06,latent,10,7,135.73726630210876,0,1.0478673157868562e-06,0.0017962455749511719
