model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
logreg,k-center,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,0.693,0.004,0.643,0.534,0.57,0.544,,9e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
knn,k-center,0.55,0.413,0.413,0.55,0.1,0.16,0.16,0.1,0.738,0.001,0.485,0.445,0.649,0.721,,6e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
xgb,k-center,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,1.127,0.052,0.617,0.485,0.506,0.488,,4e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
rf,k-center,0.5,0.42,0.42,0.5,0.158,0.183,0.183,0.158,11.148,0.326,0.642,0.567,0.622,0.592,,1.1e-05,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
mlp,k-center,0.5,0.387,0.387,0.5,0.158,0.181,0.181,0.158,1.877,2.226,0.623,0.532,0.575,0.547,,1.5e-05,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
svc,k-center,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,0.651,0.002,0.673,0.566,0.605,0.579,,3e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
naive_bayes,k-center,0.3,0.213,0.213,0.3,0.187,0.122,0.122,0.187,0.535,0.002,0.508,0.241,0.165,0.27,,1e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
logreg,k-center,0.45,0.34,0.34,0.45,0.1,0.095,0.095,0.1,0.781,0.012,0.551,0.313,0.262,0.327,,0.0,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
knn,k-center,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,0.666,0.001,0.532,0.426,0.451,0.43,,2e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
xgb,k-center,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,1.054,0.114,0.586,0.455,0.472,0.457,,9e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
rf,k-center,0.5,0.333,0.333,0.5,0.0,0.0,0.0,0.0,10.187,0.167,0.5,0.432,0.657,0.761,,4e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
mlp,k-center,0.35,0.273,0.273,0.35,0.2,0.167,0.167,0.2,1.482,0.036,0.587,0.526,0.585,0.553,,2.5e-05,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
svc,k-center,0.45,0.34,0.34,0.45,0.1,0.095,0.095,0.1,0.621,0.002,0.503,0.206,0.112,0.247,,3e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008447170257568359,0.06563544273376465
naive_bayes,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.513,0.001,0.73,0.692,0.757,0.742,,1e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
logreg,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,0.663,0.004,0.743,0.747,0.817,0.818,,1.2e-05,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
knn,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.682,0.001,0.733,0.725,0.797,0.794,,8e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
xgb,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.164,0.086,0.73,0.736,0.81,0.813,,0.0,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,14.767,0.283,0.743,0.723,0.79,0.783,,1e-05,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
mlp,ag,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,1.802,1.615,0.775,0.74,0.798,0.787,,2.6e-05,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
svc,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,0.616,0.001,0.784,0.739,0.793,0.781,,2e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
naive_bayes,ag,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,0.485,0.002,0.582,0.588,0.714,0.729,,1e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
logreg,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,0.592,0.003,0.769,0.745,0.806,0.798,,0.0,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
knn,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.649,0.001,0.729,0.695,0.761,0.747,,2e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
xgb,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.097,0.076,0.715,0.671,0.736,0.718,,1e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
rf,ag,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,15.482,0.462,0.708,0.68,0.751,0.738,,1.8e-05,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
mlp,ag,0.45,0.413,0.413,0.45,0.245,0.243,0.243,0.245,1.897,0.036,0.766,0.725,0.784,0.771,,1.2e-05,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
svc,ag,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,0.609,0.001,0.768,0.741,0.801,0.793,,2e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0008578300476074219,73.4215579032898
naive_bayes,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.528,0.002,0.274,0.223,0.243,0.225,,1e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.597,0.004,0.423,0.197,0.126,0.22,,1e-05,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.681,0.001,0.246,0.215,0.246,0.219,,1e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.065,0.064,0.316,0.196,0.171,0.199,,1e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.171,0.277,0.25,0.212,0.239,0.216,,8e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.754,1.203,0.254,0.209,0.229,0.211,,2.4e-05,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.622,0.001,0.429,0.199,0.128,0.223,,2e-06,original,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
naive_bayes,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.52,0.001,0.449,0.2,0.121,0.228,,1e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.601,0.003,0.288,0.221,0.231,0.222,,0.0,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.602,0.001,0.306,0.229,0.235,0.229,,7e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.079,0.085,0.43,0.428,0.589,0.594,,2e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.066,0.281,0.458,0.197,0.113,0.229,,7e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.618,0.024,0.263,0.216,0.236,0.218,,1.9e-05,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.632,0.001,0.312,0.203,0.184,0.204,,2e-06,latent,10,5,1440.5497801303864,0,5.093751625262197e-07,0.0009148120880126953,12.564256191253662
naive_bayes,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,0.516,0.001,0.672,0.666,0.753,0.75,,1e-06,original,10,6,,,,,
logreg,random,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,0.695,0.006,0.747,0.704,0.765,0.751,,8e-06,original,10,6,,,,,
knn,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.698,0.001,0.756,0.72,0.781,0.769,,9e-06,original,10,6,,,,,
xgb,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,1.032,0.263,0.691,0.705,0.793,0.801,,3e-06,original,10,6,,,,,
rf,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,13.451,0.332,0.763,0.687,0.737,0.717,,1.1e-05,original,10,6,,,,,
mlp,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,2.072,2.737,0.761,0.733,0.794,0.785,,1.8e-05,original,10,6,,,,,
svc,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.644,0.002,0.76,0.724,0.785,0.774,,2e-06,original,10,6,,,,,
naive_bayes,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.538,0.001,0.735,0.7,0.765,0.752,,1e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
logreg,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.623,0.004,0.769,0.753,0.815,0.81,,7e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
knn,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.639,0.001,0.758,0.689,0.742,0.723,,1e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
xgb,k-means,0.75,0.747,0.747,0.75,0.224,0.224,0.224,0.224,1.07,0.063,0.687,0.694,0.781,0.786,,3e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
rf,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,14.257,0.1,0.725,0.74,0.817,0.824,,5e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
mlp,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.883,2.857,0.779,0.721,0.774,0.758,,2.3e-05,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
svc,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.616,0.001,0.778,0.749,0.808,0.8,,2e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
naive_bayes,k-means,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,0.526,0.001,0.638,0.596,0.668,0.643,,1e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
logreg,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,0.639,0.006,0.767,0.732,0.792,0.781,,0.0,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
knn,k-means,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,0.681,0.001,0.708,0.701,0.779,0.775,,1e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
xgb,k-means,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,1.059,0.075,0.731,0.641,0.688,0.664,,2e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
rf,k-means,0.5,0.333,0.333,0.5,0.0,0.0,0.0,0.0,13.506,0.208,0.5,0.193,0.092,0.239,,5e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
mlp,k-means,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,1.76,0.038,0.783,0.741,0.797,0.785,,1.8e-05,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
svc,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,0.617,0.001,0.76,0.716,0.776,0.762,,2e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008251667022705078,0.4085218906402588
naive_bayes,k-center,0.35,0.293,0.293,0.35,0.255,0.244,0.244,0.255,0.542,0.002,0.558,0.544,0.643,0.623,,2e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
logreg,k-center,0.45,0.34,0.34,0.45,0.1,0.095,0.095,0.1,0.721,0.004,0.56,0.547,0.719,0.789,,9e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
knn,k-center,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,0.685,0.001,0.659,0.654,0.744,0.74,,2e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
xgb,k-center,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,1.09,0.091,0.661,0.657,0.748,0.745,,1e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
rf,k-center,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,13.534,0.307,0.659,0.665,0.761,0.767,,9e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
mlp,k-center,0.25,0.22,0.22,0.25,0.158,0.16,0.16,0.158,1.961,2.587,0.662,0.655,0.744,0.739,,1.3e-05,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
svc,k-center,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,0.613,0.001,0.51,0.452,0.668,0.765,,3e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
naive_bayes,k-center,0.4,0.333,0.333,0.4,0.2,0.207,0.207,0.2,0.527,0.001,0.538,0.509,0.698,0.776,,1e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
logreg,k-center,0.35,0.273,0.273,0.35,0.2,0.167,0.167,0.2,0.857,0.023,0.572,0.466,0.495,0.472,,0.0,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
knn,k-center,0.45,0.373,0.373,0.45,0.1,0.114,0.114,0.1,0.669,0.001,0.68,0.605,0.659,0.632,,8e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
xgb,k-center,0.35,0.307,0.307,0.35,0.2,0.19,0.19,0.2,1.102,0.051,0.486,0.485,0.629,0.632,,2e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
rf,k-center,0.5,0.333,0.333,0.5,0.0,0.0,0.0,0.0,12.207,0.232,0.506,0.479,0.668,0.732,,6e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
mlp,k-center,0.25,0.2,0.2,0.25,0.0,0.0,0.0,0.0,1.653,0.02,0.667,0.637,0.714,0.697,,2e-05,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
svc,k-center,0.4,0.28,0.28,0.4,0.122,0.065,0.065,0.122,0.689,0.001,0.573,0.439,0.452,0.44,,3e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008416175842285156,0.05753612518310547
naive_bayes,ag,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,0.569,0.001,0.691,0.66,0.733,0.718,,1e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
logreg,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.648,0.003,0.771,0.757,0.818,0.814,,9e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
knn,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.736,0.001,0.738,0.716,0.783,0.774,,2e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
xgb,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.177,0.056,0.595,0.605,0.746,0.791,,3e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
rf,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,11.581,0.16,0.755,0.735,0.799,0.793,,8e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
mlp,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.825,2.68,0.751,0.712,0.773,0.76,,1.2e-05,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
svc,ag,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,0.654,0.001,0.578,0.579,0.733,0.786,,3e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
naive_bayes,ag,0.55,0.54,0.54,0.55,0.292,0.285,0.285,0.292,0.529,0.001,0.625,0.586,0.662,0.637,,1e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
logreg,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.693,0.009,0.741,0.657,0.706,0.682,,0.0,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
knn,ag,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,0.697,0.001,0.68,0.654,0.73,0.715,,5e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
xgb,ag,0.6,0.593,0.593,0.6,0.122,0.114,0.114,0.122,1.059,0.08,0.691,0.615,0.669,0.643,,0.0,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
rf,ag,0.4,0.367,0.367,0.4,0.2,0.217,0.217,0.2,12.121,0.212,0.677,0.645,0.719,0.701,,7e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
mlp,ag,0.7,0.7,0.7,0.7,0.245,0.245,0.245,0.245,1.874,0.037,0.753,0.74,0.806,0.802,,1.1e-05,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
svc,ag,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,0.669,0.002,0.739,0.708,0.773,0.761,,3e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008285045623779297,67.55536818504333
naive_bayes,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.574,0.001,0.312,0.327,0.476,0.449,,1e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008404254913330078,9.747599363327026
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.609,0.004,0.388,0.207,0.156,0.219,,1.5e-05,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008404254913330078,9.747599363327026
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.69,0.001,0.268,0.199,0.202,0.199,,1e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008404254913330078,9.747599363327026
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.091,0.057,0.305,0.316,0.421,0.375,,4e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008404254913330078,9.747599363327026
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.591,0.424,0.24,0.247,0.323,0.275,,1.4e-05,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008404254913330078,9.747599363327026
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.958,2.508,0.269,0.247,0.293,0.257,,1.5e-05,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008404254913330078,9.747599363327026
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.623,0.001,0.398,0.284,0.281,0.285,,2e-06,original,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008404254913330078,9.747599363327026
naive_bayes,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.549,0.002,0.364,0.261,0.257,0.261,,1e-06,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008404254913330078,9.747599363327026
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.575,0.006,0.301,0.264,0.301,0.271,,0.0,latent,10,6,969.2015111446381,0,4.975781697936425e-07,0.0008404254913330078,9.747599363327026
