model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
knn,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.666,0.001,0.778,0.723,0.777,0.761,0.842,2.6e-05,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0018241405487060547,0.20157909393310547
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.322,0.017,0.552,0.549,0.663,0.656,0.591,2e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0018241405487060547,0.20157909393310547
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,13.592,0.277,0.668,0.571,0.613,0.586,0.733,8e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0018241405487060547,0.20157909393310547
svc,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.858,0.001,0.79,0.7,0.745,0.725,0.881,4e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0018241405487060547,0.20157909393310547
logreg,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,5.691,0.005,0.796,0.754,0.807,0.796,0.88,6e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0018241405487060547,0.20157909393310547
mlp,k-means,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,7.928,0.026,0.753,0.723,0.786,0.775,0.852,1.8e-05,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0018241405487060547,0.20157909393310547
naive_bayes,k-means,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,6.977,0.001,0.64,0.657,0.766,0.785,0.727,2e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0018241405487060547,0.20157909393310547
knn,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.1,0.001,0.773,0.735,0.793,0.781,0.846,1.2e-05,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0018241405487060547,0.20157909393310547
xgb,k-center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,7.327,0.029,0.619,0.536,0.583,0.554,0.543,4e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
rf,k-center,0.5,0.333,0.333,0.5,0.0,0.0,0.0,0.0,13.527,0.177,0.5,0.432,0.657,0.761,0.5,3e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
svc,k-center,0.65,0.547,0.547,0.65,0.2,0.275,0.275,0.2,6.806,0.001,0.51,0.452,0.668,0.765,0.436,3e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
logreg,k-center,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,6.158,0.006,0.525,0.499,0.686,0.756,0.548,6e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
mlp,k-center,0.5,0.48,0.48,0.5,0.274,0.293,0.293,0.274,7.876,1.575,0.529,0.488,0.56,0.525,0.536,8e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
naive_bayes,k-center,0.35,0.293,0.293,0.35,0.255,0.244,0.244,0.255,6.683,0.001,0.467,0.445,0.529,0.492,0.468,1e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
knn,k-center,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,6.118,0.001,0.554,0.551,0.666,0.659,0.543,2.7e-05,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
xgb,k-center,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,4.251,0.055,0.606,0.552,0.617,0.587,0.641,4e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
rf,k-center,0.5,0.367,0.367,0.5,0.0,0.067,0.067,0.0,13.524,0.267,0.603,0.464,0.478,0.465,0.707,5e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
svc,k-center,0.55,0.507,0.507,0.55,0.245,0.271,0.271,0.245,6.883,0.001,0.517,0.461,0.519,0.484,0.471,3e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
logreg,k-center,0.55,0.507,0.507,0.55,0.245,0.271,0.271,0.245,7.001,0.011,0.52,0.456,0.508,0.474,0.533,8e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
mlp,k-center,0.45,0.427,0.427,0.45,0.187,0.204,0.204,0.187,7.564,0.026,0.549,0.523,0.608,0.579,0.568,2.5e-05,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
naive_bayes,k-center,0.55,0.52,0.52,0.55,0.245,0.261,0.261,0.245,5.972,0.001,0.546,0.394,0.391,0.394,0.516,2e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
knn,k-center,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,6.795,0.001,0.472,0.464,0.63,0.652,0.409,2.8e-05,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015931129455566406,0.08950614929199219
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.313,0.014,0.655,0.659,0.755,0.759,0.754,4e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
rf,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,14.89,0.287,0.715,0.708,0.784,0.78,0.821,6e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
svc,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.148,0.007,0.765,0.746,0.809,0.803,0.859,3e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
logreg,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,7.292,0.006,0.76,0.748,0.812,0.809,0.866,8e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
mlp,ag,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,7.733,0.731,0.784,0.713,0.762,0.744,0.868,1.3e-05,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
naive_bayes,ag,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,7.064,0.001,0.588,0.597,0.735,0.771,0.615,1e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
knn,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.365,0.001,0.759,0.678,0.727,0.706,0.825,3e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.173,0.032,0.671,0.663,0.75,0.745,0.769,4e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,15.101,0.269,0.733,0.704,0.771,0.76,0.809,8e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
svc,ag,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.863,0.001,0.78,0.73,0.785,0.771,0.134,3e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
logreg,ag,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.869,0.008,0.732,0.691,0.755,0.739,0.813,6e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
mlp,ag,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,8.202,1.341,0.756,0.711,0.77,0.755,0.839,2.1e-05,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
naive_bayes,ag,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,6.576,0.001,0.597,0.608,0.747,0.789,0.653,2e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
knn,ag,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,6.026,0.001,0.788,0.748,0.803,0.792,0.85,4.4e-05,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0015082359313964844,118.25525116920471
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.621,0.033,0.25,0.238,0.291,0.251,0.174,4e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.619,0.27,0.233,0.248,0.334,0.284,0.153,6e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.918,0.001,0.366,0.189,0.136,0.201,0.834,2e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.379,0.005,0.289,0.195,0.183,0.196,0.15,7e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.971,0.651,0.219,0.234,0.316,0.267,0.137,1.9e-05,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
naive_bayes,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.653,0.001,0.289,0.308,0.455,0.422,0.236,1e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.566,0.001,0.234,0.247,0.33,0.28,0.168,7e-06,original,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.207,0.024,0.315,0.321,0.419,0.373,0.212,4e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.247,0.263,0.242,0.236,0.295,0.253,0.157,6e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.819,0.002,0.25,0.178,0.175,0.178,0.126,3e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.041,0.007,0.259,0.181,0.175,0.181,0.128,6e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.287,0.029,0.269,0.224,0.248,0.227,0.162,1.7e-05,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
naive_bayes,lc,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,7.23,0.001,0.265,0.214,0.231,0.215,0.204,1e-06,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.266,0.001,0.236,0.21,0.245,0.216,0.162,1.6e-05,latent,10,5,1869.726514339447,0,5.377313363220422e-07,0.0017039775848388672,11.20261549949646
xgb,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,6.623,0.016,0.691,0.705,0.793,0.801,0.844,6e-06,original,10,6,,,,,
rf,random,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,17.753,0.451,0.759,0.698,0.753,0.734,0.85,9e-06,original,10,6,,,,,
svc,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.032,0.001,0.76,0.724,0.785,0.774,0.847,3e-06,original,10,6,,,,,
logreg,random,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,5.128,0.065,0.747,0.704,0.765,0.751,0.822,8e-06,original,10,6,,,,,
mlp,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.476,1.678,0.755,0.721,0.783,0.772,0.839,1.1e-05,original,10,6,,,,,
naive_bayes,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.894,0.001,0.672,0.666,0.753,0.75,0.739,2e-06,original,10,6,,,,,
knn,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,4.39,0.0,0.756,0.72,0.781,0.769,0.827,2.7e-05,original,10,6,,,,,
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.848,0.027,0.658,0.662,0.757,0.76,0.793,4e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
rf,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,15.075,0.249,0.625,0.641,0.758,0.782,0.788,5e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
svc,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.187,0.001,0.751,0.659,0.705,0.682,0.835,3e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
logreg,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,6.78,0.005,0.782,0.754,0.811,0.803,0.871,7e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
mlp,k-means,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,7.986,1.509,0.783,0.711,0.761,0.743,0.861,1.3e-05,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
naive_bayes,k-means,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,6.61,0.001,0.698,0.673,0.747,0.734,0.741,1e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
knn,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.975,0.001,0.781,0.717,0.769,0.752,0.846,2.7e-05,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.568,0.019,0.619,0.582,0.659,0.634,0.701,1e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,15.942,0.352,0.701,0.619,0.67,0.644,0.762,7e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
svc,k-means,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,6.173,0.001,0.772,0.678,0.722,0.701,0.875,3e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
logreg,k-means,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,3.779,0.006,0.783,0.765,0.823,0.817,0.882,1.4e-05,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
mlp,k-means,0.6,0.593,0.593,0.6,0.122,0.114,0.114,0.122,7.155,0.022,0.781,0.733,0.788,0.775,0.865,1.9e-05,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
naive_bayes,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.589,0.001,0.619,0.635,0.756,0.783,0.716,2e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
knn,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.774,0.001,0.773,0.739,0.798,0.788,0.839,2e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.001463174819946289,0.20093035697937012
xgb,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,7.184,0.016,0.753,0.666,0.714,0.691,0.832,6e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
rf,k-center,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,17.507,0.324,0.734,0.644,0.691,0.667,0.835,8e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
svc,k-center,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.17,0.001,0.611,0.422,0.409,0.423,0.807,3e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
logreg,k-center,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,7.081,0.009,0.742,0.7,0.762,0.747,0.812,6e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
mlp,k-center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,5.75,1.513,0.691,0.616,0.67,0.644,0.776,1.2e-05,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
naive_bayes,k-center,0.65,0.627,0.627,0.65,0.2,0.213,0.213,0.2,5.457,0.001,0.593,0.515,0.565,0.534,0.606,1e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
knn,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,7.671,0.001,0.517,0.313,0.275,0.321,0.558,2.8e-05,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
xgb,k-center,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,6.984,0.033,0.663,0.528,0.552,0.533,0.773,5e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
rf,k-center,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,16.276,0.338,0.683,0.552,0.58,0.558,0.812,1e-05,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
svc,k-center,0.5,0.44,0.44,0.5,0.224,0.244,0.244,0.224,6.927,0.003,0.648,0.479,0.482,0.479,0.171,4e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
logreg,k-center,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,6.933,0.007,0.721,0.646,0.7,0.676,0.818,8e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
mlp,k-center,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,7.141,0.032,0.739,0.679,0.737,0.717,0.813,2e-05,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
naive_bayes,k-center,0.6,0.587,0.587,0.6,0.255,0.267,0.267,0.255,6.054,0.001,0.709,0.653,0.715,0.693,0.768,2e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
knn,k-center,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,5.845,0.001,0.596,0.423,0.416,0.423,0.687,3e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0014567375183105469,0.09274148941040039
xgb,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,7.556,0.04,0.727,0.718,0.791,0.787,0.8,5e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
rf,ag,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,16.65,0.391,0.706,0.704,0.784,0.783,0.816,8e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
svc,ag,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.52,0.001,0.781,0.699,0.747,0.727,0.859,3e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
logreg,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.938,0.008,0.776,0.708,0.76,0.741,0.858,7e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
mlp,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,8.059,1.749,0.772,0.688,0.736,0.715,0.854,6e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
naive_bayes,ag,0.5,0.447,0.447,0.5,0.274,0.298,0.298,0.274,6.941,0.001,0.667,0.673,0.767,0.771,0.728,2e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
knn,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.571,0.001,0.771,0.693,0.743,0.723,0.839,2.7e-05,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
xgb,ag,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,4.271,0.02,0.657,0.578,0.63,0.602,0.658,5e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
rf,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,14.569,0.149,0.758,0.709,0.767,0.752,0.841,6e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
svc,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.293,0.001,0.778,0.718,0.771,0.755,0.869,3e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
logreg,ag,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.928,0.009,0.772,0.727,0.784,0.771,0.864,1.1e-05,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
mlp,ag,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,7.328,0.689,0.774,0.712,0.765,0.748,0.859,1.2e-05,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
naive_bayes,ag,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,6.647,0.001,0.591,0.601,0.74,0.78,0.707,2e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.046,0.001,0.771,0.742,0.801,0.792,0.839,3.6e-05,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016162395477294922,116.0841166973114
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.678,0.046,0.232,0.246,0.331,0.281,0.176,5e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.278,0.425,0.231,0.244,0.326,0.276,0.142,1.1e-05,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.875,0.001,0.212,0.217,0.28,0.236,0.13,2e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.07,0.007,0.215,0.206,0.253,0.216,0.131,7e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.202,1.89,0.222,0.236,0.318,0.269,0.146,1.3e-05,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
naive_bayes,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.623,0.001,0.285,0.305,0.451,0.418,0.234,2e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
