fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
55.576153,20.435688,3.0184705,0.24753535,0.1349668,33.929623,43.378517,12.2689295,5.947818,239.52678,g
48.71415,20.550907,3.0330856,0.24339199,0.13179164,22.343111,34.294186,-12.310106,6.9065027,207.24222,g
18.333853,9.136681,2.1761837,0.7223468,0.4110233,2.2335653,-0.42345017,-1.0567254,35.072952,197.58218,g
34.397152,14.187633,2.6049056,0.4209719,0.23724939,20.060213,22.835253,-0.17493844,8.24153,213.29527,g
46.18818,28.514807,3.126624,0.22637331,0.12147162,3.47479,-1.7324492,2.3490086,67.089134,94.12251,g
32.799244,19.093664,2.7042854,0.3310543,0.18232124,6.24931,9.01512,-0.12832862,36.415905,178.55447,g
37.269913,17.472788,2.7753747,0.32136872,0.17779295,17.2338,21.350515,-10.501633,8.775237,179.08524,g
62.566242,17.252201,2.764528,0.3454045,0.19737765,-72.18981,37.92586,-2.593928,5.420394,273.06653,g
70.613945,26.205708,3.348276,0.1813741,0.09915379,41.89699,61.47351,15.522932,5.692315,232.19331,g
23.548227,12.467176,2.4054716,0.5285313,0.29750556,4.7964025,4.142097,1.0353763,38.964634,97.47989,g
30.427706,18.13936,2.6280758,0.379252,0.2066034,0.75217307,-3.720021,-2.894006,76.500786,98.89162,g
92.77921,36.480686,3.805397,0.14614734,0.08053356,-60.533604,65.32725,-20.748985,3.2545402,307.6021,g
48.755535,29.34495,3.4189417,0.1856541,0.10090896,22.589706,33.836224,-11.665819,10.823543,128.80324,g
77.87216,24.316553,3.1719317,0.19802357,0.10802662,-96.57046,53.468304,-10.640553,4.6544313,256.43326,g
110.356606,75.736145,4.2665796,0.08118344,0.039076917,36.047585,87.95989,-58.88279,15.997819,230.45653,g
17.75215,9.768874,2.178847,0.70452774,0.3997784,1.2829477,-0.15682666,0.6095163,61.886185,191.14558,g
70.67922,17.0512,2.7784562,0.32825235,0.1823675,55.251522,59.791428,-3.5952604,6.286023,243.46524,g
22.881767,13.965251,2.4146686,0.49594253,0.2713966,0.6454078,1.6724228,0.98571897,57.301685,173.51857,g
19.13745,9.214759,2.217349,0.7041706,0.4024623,3.2223096,1.5410513,0.49513927,28.203398,101.89938,g
37.264065,17.44513,2.785248,0.32222414,0.17917104,17.480694,21.36821,10.945096,8.319081,182.39848,g
88.52648,33.478706,3.3943896,0.24229166,0.13506073,-24.920208,-47.081158,-3.1768727,3.5865753,347.6608,g
17.419664,9.242265,2.1619213,0.7405605,0.4359142,0.2913643,-0.85612744,0.22336808,80.141136,160.76271,g
34.69679,22.18976,2.9142597,0.27243757,0.14985335,11.169061,12.177753,-6.1341853,20.42318,97.62086,g
82.19616,25.732372,3.0968227,0.28225407,0.16023026,-65.15674,49.62743,2.372247,16.431013,296.17084,h
36.042877,14.637388,2.66455,0.4030671,0.22173478,2.0389886,3.5825613,0.48479193,69.74047,92.59349,h
98.91958,46.266544,3.3416004,0.20441917,0.11593425,-53.137104,-71.854774,32.693825,23.56791,258.24078,h
131.90204,83.660614,3.924926,0.12654191,0.05956184,5.94437,71.96358,-54.637177,72.48947,323.22748,h
98.22979,26.355164,3.0556977,0.24038292,0.1398467,-120.14235,59.471107,6.771997,52.687923,221.8369,h
35.636677,14.723133,2.7018435,0.40992755,0.22839282,10.140141,16.398378,-0.45047376,14.113466,223.89095,h
18.513731,8.379067,2.3093677,0.7532202,0.46335995,2.0460567,0.6298669,0.75272954,73.26388,183.71912,h
214.18892,116.80336,3.9454074,0.113945104,0.048544414,-215.35265,-165.85544,-88.71268,49.332348,234.29213,h
101.86102,25.511948,2.8179204,0.31240404,0.17375906,-63.88149,-89.01628,4.298906,57.67031,134.6471,h
156.24973,43.11474,3.3536427,0.20647499,0.11681526,-140.65718,-108.67516,-26.802597,32.85235,275.82925,h
117.97424,74.9588,3.5763848,0.1920305,0.10346456,-41.078674,-88.42581,52.43232,50.323048,348.9374,h
18.66155,8.39504,2.340144,0.76014656,0.47551477,6.1011615,3.7092936,0.5493208,22.590559,156.13301,h
63.01397,21.358065,3.007746,0.23625313,0.12837143,20.17239,16.66028,-2.6961792,73.6695,155.10756,h
210.00438,74.87756,3.6890416,0.13819641,0.07332788,-237.82918,-149.04443,59.764988,67.44034,264.89566,h
64.49273,32.308105,3.196168,0.18688291,0.103273876,-27.509142,-34.402412,-8.642568,49.833004,182.24872,h
116.605316,59.276424,3.5330737,0.13277303,0.07080155,59.477707,79.31725,-51.993317,29.767769,164.99484,h
191.2105,54.81186,3.4176881,0.20694429,0.11359195,-154.64793,-170.04758,39.600006,21.300774,270.9032,h
21.626402,10.168743,2.4164898,0.6299437,0.35844067,4.8554235,2.189582,0.13357064,52.82598,89.260506,h
91.68515,38.90457,3.239258,0.18777864,0.10381552,33.686886,66.35216,28.134748,67.62909,216.3194,h
24.790314,11.227,2.4790971,0.5644332,0.32472572,2.9698515,2.483144,-0.34254733,77.35797,172.63496,h
24.085384,11.246644,2.500963,0.5864277,0.33857965,7.397694,6.7148795,0.41963673,13.672819,175.83832,h
28.904943,12.854581,2.595788,0.46658385,0.2613707,6.8203454,4.1727815,0.012743571,49.515682,192.09758,h
145.69492,80.76373,3.707901,0.13543709,0.06899802,55.609932,102.46541,55.408024,65.63927,265.9148,h
163.75389,99.187935,4.0629826,0.08979229,0.043987848,-41.464077,-129.05693,69.940956,55.89824,270.75726,h
55.552044,21.972792,2.8534415,0.28768283,0.15827028,-14.570004,-31.135489,0.89983755,15.425286,123.97361,h
86.88776,26.959682,2.975599,0.39627853,0.23123959,-56.73686,-62.233856,-4.3187876,21.51865,317.64288,h
178.3105,89.83676,3.5096216,0.1665765,0.08893829,-236.52487,103.15385,-78.377815,68.01708,258.08032,h
161.89516,34.72058,3.0000887,0.28297707,0.16697982,-206.59946,100.46896,0.7919308,28.760338,245.66028,h
24.04486,10.366402,2.4341373,0.61964315,0.3602384,7.0018764,8.068248,0.9712569,43.66988,203.0767,h
203.10344,112.35347,3.5007603,0.14176983,0.06406277,186.38261,112.992,-81.59385,70.70259,236.91751,h
38.52421,15.3895445,2.6905596,0.38979542,0.2151699,2.9604435,4.504706,0.9723357,76.64829,218.43318,h
32.529537,13.878603,2.643308,0.4380659,0.24530798,12.052862,10.323696,-0.36390933,23.19016,110.13359,h
232.09326,109.7046,3.4648142,0.17332324,0.09213172,358.57935,-142.81012,76.94968,65.85457,179.54628,h
157.87428,76.95163,3.5659966,0.162579,0.08449464,-99.938545,-131.55138,-61.835835,23.308516,269.94064,h
44.399643,16.7467,2.8076437,0.32168937,0.17576137,10.353654,17.909573,-0.24999091,42.434944,186.23509,h
103.16722,48.813583,3.4545093,0.2121575,0.11377398,-54.767242,-76.68901,-27.66172,13.971822,339.43854,h
204.34573,51.554874,3.3704963,0.18604553,0.10532542,-292.80804,132.94812,-11.770979,51.07356,181.37906,h
214.72803,65.516335,3.6079726,0.14629573,0.07877783,-220.82079,-173.33675,-50.109352,61.827553,246.54057,h
140.22466,31.549871,2.9825196,0.26676366,0.14912978,104.22127,112.89729,-3.160131,24.665752,176.75594,h
71.121185,22.23784,3.0773635,0.24207509,0.1307511,42.649197,52.627373,1.4452872,19.726442,213.16055,h
120.61163,45.01029,3.1965218,0.21727112,0.118219905,58.024155,104.23634,-30.980131,68.833305,220.90225,h
228.56174,136.25684,3.7821681,0.12048141,0.059588738,-195.93318,-176.23146,105.21649,40.43236,225.0406,h
103.32415,53.703545,3.384403,0.16645671,0.09361355,-6.2376375,69.89152,35.342934,21.88381,273.94144,h
159.40778,29.025883,2.8687735,0.45349982,0.27265662,-111.51363,-129.53267,-6.769055,22.090487,283.3055,h
125.67335,70.84153,3.5509284,0.18053678,0.09505002,-61.428062,-94.51323,-52.70446,69.6033,311.3635,h
148.58401,78.64668,3.4640934,0.15568079,0.08694809,-166.2002,81.19292,60.982224,32.708786,236.93633,h
142.05183,53.26269,3.4506366,0.14954689,0.08545383,-93.78036,-124.95787,31.634094,62.022644,172.35515,h
113.80653,56.70946,3.5215287,0.15474318,0.08580037,-107.419914,67.89621,-41.820892,21.920174,283.6746,h
148.03638,36.472694,3.0676115,0.23645866,0.13280591,186.93889,-106.08595,1.7585902,42.580807,146.1098,h
172.5423,99.458786,3.9975889,0.086073376,0.03344839,77.97911,-135.10074,-79.45791,63.8492,214.05396,h
