model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
knn,ag,0.7,0.687,0.687,0.7,0.292,0.307,0.307,0.292,0.698,0.001,0.759,0.653,0.771,0.737,,1e-05,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
xgb,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,1.223,0.041,0.831,0.795,0.886,0.88,,3e-06,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
rf,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,10.585,0.274,0.706,0.633,0.768,0.737,,2.1e-05,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
mlp,ag,0.3,0.253,0.253,0.3,0.292,0.271,0.271,0.292,2.117,0.05,0.742,0.628,0.747,0.708,,2.6e-05,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
svc,ag,0.55,0.413,0.413,0.55,0.1,0.16,0.16,0.1,0.649,0.001,0.547,0.549,0.806,0.856,,4e-06,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
naive_bayes,ag,0.3,0.213,0.213,0.3,0.187,0.122,0.122,0.187,0.57,0.002,0.567,0.305,0.31,0.305,,2e-06,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
logreg,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.837,0.007,0.786,0.757,0.866,0.859,,1e-06,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
knn,ag,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,0.637,0.0,0.636,0.643,0.818,0.822,,6e-06,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.256,0.074,0.699,0.59,0.714,0.668,,6e-06,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
rf,ag,0.8,0.767,0.767,0.8,0.245,0.291,0.291,0.245,11.151,0.276,0.751,0.716,0.839,0.829,,2.3e-05,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
mlp,ag,0.55,0.527,0.527,0.55,0.292,0.31,0.31,0.292,2.136,2.598,0.783,0.748,0.859,0.851,,5.3e-05,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
svc,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.603,0.001,0.783,0.735,0.848,0.836,,4e-06,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0006911754608154297,4.983971118927002
naive_bayes,lc,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,0.531,0.001,0.43,0.426,0.623,0.568,,2e-06,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.709,0.004,0.407,0.129,0.064,0.139,,0.0,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.629,0.001,0.353,0.124,0.076,0.13,,1e-05,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.11,0.036,0.366,0.356,0.515,0.438,,2e-06,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.126,0.264,0.33,0.286,0.388,0.316,,2.1e-05,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.732,1.0,0.283,0.189,0.225,0.192,,3.1e-05,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.647,0.002,0.341,0.133,0.096,0.136,,2e-06,original,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
naive_bayes,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.57,0.002,0.375,0.227,0.252,0.229,,1e-06,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.675,0.004,0.45,0.142,0.072,0.154,,0.0,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.636,0.0,0.428,0.135,0.067,0.146,,1.3e-05,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.226,0.053,0.439,0.173,0.13,0.178,,2e-06,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.158,0.27,0.435,0.143,0.08,0.153,,2.2e-05,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.692,0.036,0.365,0.231,0.263,0.234,,9e-06,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.579,0.001,0.413,0.18,0.151,0.182,,4e-06,latent,10,5,942.0967350006104,0,9.354121020928023e-07,0.0009646415710449219,9.336706399917603
naive_bayes,random,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,0.557,0.001,0.773,0.625,0.731,0.688,,1e-06,original,10,6,,,,,
logreg,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.699,0.004,0.779,0.691,0.807,0.782,,0.0,original,10,6,,,,,
knn,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.633,0.001,0.689,0.647,0.793,0.774,,9e-06,original,10,6,,,,,
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.125,0.032,0.835,0.792,0.883,0.876,,2e-06,original,10,6,,,,,
rf,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,11.79,0.438,0.758,0.659,0.778,0.746,,3.2e-05,original,10,6,,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.918,0.048,0.782,0.675,0.788,0.758,,2.9e-05,original,10,6,,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.613,0.001,0.76,0.667,0.787,0.758,,2e-06,original,10,6,,,,,
naive_bayes,k-means,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,0.427,0.001,0.583,0.389,0.447,0.401,,1e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
logreg,k-means,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,0.742,0.004,0.79,0.708,0.821,0.8,,0.0,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
knn,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,0.655,0.001,0.759,0.698,0.82,0.802,,1.2e-05,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
xgb,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.122,0.051,0.618,0.544,0.688,0.64,,5e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
rf,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,11.293,0.186,0.724,0.666,0.798,0.776,,2e-05,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
mlp,k-means,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,1.768,2.341,0.751,0.63,0.746,0.706,,6.8e-05,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
svc,k-means,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,0.621,0.002,0.68,0.704,0.854,0.865,,4e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
naive_bayes,k-means,0.45,0.393,0.393,0.45,0.187,0.203,0.203,0.187,0.587,0.001,0.694,0.488,0.564,0.512,,1e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
logreg,k-means,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,0.838,0.009,0.808,0.773,0.874,0.867,,0.0,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
knn,k-means,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,0.611,0.001,0.673,0.695,0.85,0.86,,2e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
xgb,k-means,0.7,0.667,0.667,0.7,0.245,0.279,0.279,0.245,1.167,0.036,0.738,0.673,0.801,0.778,,1e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
rf,k-means,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,14.373,0.443,0.786,0.743,0.854,0.844,,3.7e-05,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
mlp,k-means,0.5,0.48,0.48,0.5,0.274,0.293,0.293,0.274,2.139,0.035,0.797,0.78,0.881,0.878,,4.5e-05,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
svc,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,0.517,0.001,0.811,0.768,0.869,0.861,,3e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008308887481689453,0.1203911304473877
naive_bayes,k-center,0.6,0.5,0.5,0.6,0.2,0.258,0.258,0.2,0.488,0.001,0.455,0.426,0.592,0.526,,1e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
logreg,k-center,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,0.866,0.013,0.464,0.319,0.377,0.329,,0.0,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
knn,k-center,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,0.711,0.001,0.487,0.152,0.077,0.166,,2e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
xgb,k-center,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,1.164,0.036,0.427,0.376,0.506,0.433,,5e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
rf,k-center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,13.803,0.317,0.468,0.283,0.312,0.285,,2.7e-05,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
mlp,k-center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,2.03,0.035,0.499,0.282,0.298,0.283,,1e-05,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
svc,k-center,0.55,0.467,0.467,0.55,0.187,0.223,0.223,0.187,0.624,0.001,0.49,0.438,0.585,0.518,,4e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
naive_bayes,k-center,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,0.565,0.001,0.477,0.268,0.281,0.268,,1e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
logreg,k-center,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,0.833,0.006,0.491,0.136,0.047,0.155,,1e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
knn,k-center,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,0.692,0.001,0.493,0.133,0.043,0.153,,3e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
xgb,k-center,0.55,0.527,0.527,0.55,0.292,0.31,0.31,0.292,1.247,0.053,0.476,0.307,0.351,0.313,,7e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
rf,k-center,0.5,0.333,0.333,0.5,0.0,0.0,0.0,0.0,12.063,0.227,0.495,0.134,0.043,0.154,,1.7e-05,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
mlp,k-center,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,2.087,0.047,0.518,0.444,0.577,0.511,,5.1e-05,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
svc,k-center,0.55,0.527,0.527,0.55,0.292,0.31,0.31,0.292,0.613,0.004,0.514,0.392,0.484,0.421,,4e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0007269382476806641,0.03361368179321289
naive_bayes,ag,0.4,0.333,0.333,0.4,0.2,0.207,0.207,0.2,0.551,0.001,0.614,0.384,0.426,0.39,,1e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
logreg,ag,0.45,0.393,0.393,0.45,0.187,0.203,0.203,0.187,0.697,0.005,0.805,0.693,0.801,0.772,,0.0,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
knn,ag,0.6,0.573,0.573,0.6,0.3,0.32,0.32,0.3,0.604,0.001,0.787,0.657,0.766,0.73,,2.2e-05,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.147,0.055,0.828,0.794,0.886,0.88,,2e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
rf,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,13.978,0.416,0.694,0.644,0.787,0.764,,3.3e-05,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
mlp,ag,0.25,0.247,0.247,0.25,0.316,0.311,0.311,0.316,2.058,0.051,0.748,0.619,0.733,0.69,,1.8e-05,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
svc,ag,0.4,0.28,0.28,0.4,0.122,0.065,0.065,0.122,0.565,0.002,0.661,0.688,0.85,0.864,,4e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
naive_bayes,ag,0.3,0.213,0.213,0.3,0.187,0.122,0.122,0.187,0.549,0.001,0.616,0.36,0.385,0.362,,1e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
logreg,ag,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,0.824,0.008,0.778,0.747,0.86,0.852,,0.0,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
knn,ag,0.65,0.547,0.547,0.65,0.2,0.275,0.275,0.2,0.672,0.001,0.626,0.656,0.84,0.863,,7e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
xgb,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.172,0.041,0.72,0.658,0.792,0.768,,2e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
rf,ag,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,13.064,0.447,0.764,0.737,0.855,0.848,,3.8e-05,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
mlp,ag,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,2.478,2.267,0.799,0.788,0.887,0.885,,4.3e-05,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
svc,ag,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,0.631,0.002,0.808,0.762,0.865,0.856,,6e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.0008530616760253906,4.871429920196533
naive_bayes,lc,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,0.478,0.001,0.395,0.402,0.606,0.548,,1e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.012808084487915039,8.571959018707275
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.694,0.003,0.364,0.112,0.05,0.121,,0.0,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.012808084487915039,8.571959018707275
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.617,0.0,0.378,0.134,0.084,0.14,,1e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.012808084487915039,8.571959018707275
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.048,0.037,0.311,0.294,0.419,0.341,,1e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.012808084487915039,8.571959018707275
rf,lc,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,12.117,0.133,0.297,0.245,0.327,0.264,,1e-05,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.012808084487915039,8.571959018707275
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.804,0.028,0.31,0.112,0.071,0.116,,3.1e-05,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.012808084487915039,8.571959018707275
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.707,0.001,0.349,0.109,0.05,0.117,,2e-06,original,10,6,685.9459846019745,0,7.77024991600172e-07,0.012808084487915039,8.571959018707275
naive_bayes,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.592,0.002,0.38,0.151,0.114,0.155,,1e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.012808084487915039,8.571959018707275
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.719,0.006,0.376,0.12,0.061,0.129,,1e-06,latent,10,6,685.9459846019745,0,7.77024991600172e-07,0.012808084487915039,8.571959018707275
