Subset,Score,Default Train Time,Opt Train Time,Opt Train Time Total,Hostname,Data Distill Time,Inference Time,Dataset,Classifier,N,Data Parse Mode,Post Data Parse Mode,Data Mode,Distill Method,Encoder,Distill Space,Output Space,Convert Binary,Cluster Center,Short Name
Test,0.6689915440657102,1.0704600811004639,0,0,Unknown,-1.0,0.0020322799682617188,CreditDefault,LogisticRegression,20,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.5978108413553712,0.004873752593994141,0,0,Unknown,-1.0,0.0011172294616699219,CreditDefault,GaussianNB,20,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.662972997517709,0.001226186752319336,0,0,Unknown,-1.0,0.05186772346496582,CreditDefault,KNeighborsClassifier,20,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6941136404916146,0.49321961402893066,0,0,Unknown,-1.0,0.0030448436737060547,CreditDefault,XGBClassifier,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6926172024782548,1082.0692749023438,0,0,inwons-mbp.watson.ibm.com,-1.0,0.08925890922546387,CreditDefault,FTTransformer,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7106541744868924,14.218179702758789,0,0,inwons-mbp.watson.ibm.com,-1.0,0.005064249038696289,CreditDefault,ResNet,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7066502189663175,8.911718130111694,0,0,Unknown,-1.0,0.003833293914794922,CreditDefault,MLPClassifier,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6689915440657102,1.0704600811004639,0,0,Unknown,-1.0,0.0020322799682617188,CreditDefault,LogisticRegression,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.5978108413553712,0.004873752593994141,0,0,Unknown,-1.0,0.0011172294616699219,CreditDefault,GaussianNB,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.662972997517709,0.001226186752319336,0,0,Unknown,-1.0,0.05186772346496582,CreditDefault,KNeighborsClassifier,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6941136404916146,0.49321961402893066,0,0,Unknown,-1.0,0.0030448436737060547,CreditDefault,XGBClassifier,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6926172024782548,1082.0692749023438,0,0,inwons-mbp.watson.ibm.com,-1.0,0.08925890922546387,CreditDefault,FTTransformer,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7106541744868924,14.218179702758789,0,0,inwons-mbp.watson.ibm.com,-1.0,0.005064249038696289,CreditDefault,ResNet,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7066502189663175,8.911718130111694,0,0,Unknown,-1.0,0.003833293914794922,CreditDefault,MLPClassifier,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6689915440657102,1.0704600811004639,0,0,Unknown,-1.0,0.0020322799682617188,CreditDefault,LogisticRegression,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.5978108413553712,0.004873752593994141,0,0,Unknown,-1.0,0.0011172294616699219,CreditDefault,GaussianNB,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.662972997517709,0.001226186752319336,0,0,Unknown,-1.0,0.05186772346496582,CreditDefault,KNeighborsClassifier,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6941136404916146,0.49321961402893066,0,0,Unknown,-1.0,0.0030448436737060547,CreditDefault,XGBClassifier,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6926172024782548,1082.0692749023438,0,0,inwons-mbp.watson.ibm.com,-1.0,0.08925890922546387,CreditDefault,FTTransformer,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7106541744868924,14.218179702758789,0,0,inwons-mbp.watson.ibm.com,-1.0,0.005064249038696289,CreditDefault,ResNet,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7066502189663175,8.911718130111694,0,0,Unknown,-1.0,0.003833293914794922,CreditDefault,MLPClassifier,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6689915440657102,1.0704600811004639,0,0,Unknown,-1.0,0.0020322799682617188,CreditDefault,LogisticRegression,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.5978108413553712,0.004873752593994141,0,0,Unknown,-1.0,0.0011172294616699219,CreditDefault,GaussianNB,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.662972997517709,0.001226186752319336,0,0,Unknown,-1.0,0.05186772346496582,CreditDefault,KNeighborsClassifier,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6941136404916146,0.49321961402893066,0,0,Unknown,-1.0,0.0030448436737060547,CreditDefault,XGBClassifier,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6926172024782548,1082.0692749023438,0,0,inwons-mbp.watson.ibm.com,-1.0,0.08925890922546387,CreditDefault,FTTransformer,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7106541744868924,14.218179702758789,0,0,inwons-mbp.watson.ibm.com,-1.0,0.005064249038696289,CreditDefault,ResNet,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7066502189663175,8.911718130111694,0,0,Unknown,-1.0,0.003833293914794922,CreditDefault,MLPClassifier,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6689915440657102,1.0704600811004639,0,0,Unknown,-1.0,0.0020322799682617188,CreditDefault,LogisticRegression,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.5978108413553712,0.004873752593994141,0,0,Unknown,-1.0,0.0011172294616699219,CreditDefault,GaussianNB,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.662972997517709,0.001226186752319336,0,0,Unknown,-1.0,0.05186772346496582,CreditDefault,KNeighborsClassifier,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6941136404916146,0.49321961402893066,0,0,Unknown,-1.0,0.0030448436737060547,CreditDefault,XGBClassifier,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6926172024782548,1082.0692749023438,0,0,inwons-mbp.watson.ibm.com,-1.0,0.08925890922546387,CreditDefault,FTTransformer,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7106541744868924,14.218179702758789,0,0,inwons-mbp.watson.ibm.com,-1.0,0.005064249038696289,CreditDefault,ResNet,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7066502189663175,8.911718130111694,0,0,Unknown,-1.0,0.003833293914794922,CreditDefault,MLPClassifier,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6689915440657102,1.0704600811004639,0,0,Unknown,-1.0,0.0020322799682617188,CreditDefault,LogisticRegression,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.5978108413553712,0.004873752593994141,0,0,Unknown,-1.0,0.0011172294616699219,CreditDefault,GaussianNB,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.662972997517709,0.001226186752319336,0,0,Unknown,-1.0,0.05186772346496582,CreditDefault,KNeighborsClassifier,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6941136404916146,0.49321961402893066,0,0,Unknown,-1.0,0.0030448436737060547,CreditDefault,XGBClassifier,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6926172024782548,1082.0692749023438,0,0,inwons-mbp.watson.ibm.com,-1.0,0.08925890922546387,CreditDefault,FTTransformer,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7106541744868924,14.218179702758789,0,0,inwons-mbp.watson.ibm.com,-1.0,0.005064249038696289,CreditDefault,ResNet,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7066502189663175,8.911718130111694,0,0,Unknown,-1.0,0.003833293914794922,CreditDefault,MLPClassifier,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6689915440657102,1.0704600811004639,0,0,Unknown,-1.0,0.0020322799682617188,CreditDefault,LogisticRegression,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.5978108413553712,0.004873752593994141,0,0,Unknown,-1.0,0.0011172294616699219,CreditDefault,GaussianNB,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.662972997517709,0.001226186752319336,0,0,Unknown,-1.0,0.05186772346496582,CreditDefault,KNeighborsClassifier,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6941136404916146,0.49321961402893066,0,0,Unknown,-1.0,0.0030448436737060547,CreditDefault,XGBClassifier,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6926172024782548,1082.0692749023438,0,0,inwons-mbp.watson.ibm.com,-1.0,0.08925890922546387,CreditDefault,FTTransformer,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7106541744868924,14.218179702758789,0,0,inwons-mbp.watson.ibm.com,-1.0,0.005064249038696289,CreditDefault,ResNet,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7066502189663175,8.911718130111694,0,0,Unknown,-1.0,0.003833293914794922,CreditDefault,MLPClassifier,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6689915440657102,1.0704600811004639,0,0,Unknown,-1.0,0.0020322799682617188,CreditDefault,LogisticRegression,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.5978108413553712,0.004873752593994141,0,0,Unknown,-1.0,0.0011172294616699219,CreditDefault,GaussianNB,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.662972997517709,0.001226186752319336,0,0,Unknown,-1.0,0.05186772346496582,CreditDefault,KNeighborsClassifier,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6941136404916146,0.49321961402893066,0,0,Unknown,-1.0,0.0030448436737060547,CreditDefault,XGBClassifier,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6926172024782548,1082.0692749023438,0,0,inwons-mbp.watson.ibm.com,-1.0,0.08925890922546387,CreditDefault,FTTransformer,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7106541744868924,14.218179702758789,0,0,inwons-mbp.watson.ibm.com,-1.0,0.005064249038696289,CreditDefault,ResNet,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7066502189663175,8.911718130111694,0,0,Unknown,-1.0,0.003833293914794922,CreditDefault,MLPClassifier,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6689915440657102,1.0704600811004639,0,0,Unknown,-1.0,0.0020322799682617188,CreditDefault,LogisticRegression,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.5978108413553712,0.004873752593994141,0,0,Unknown,-1.0,0.0011172294616699219,CreditDefault,GaussianNB,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.662972997517709,0.001226186752319336,0,0,Unknown,-1.0,0.05186772346496582,CreditDefault,KNeighborsClassifier,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.5394119190329156,0.03667044639587402,0,0,Unknown,0.0010645389556884766,0.0027549266815185547,CreditDefault,XGBClassifier,10,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6127247684204153,0.03296709060668945,0,0,Unknown,0.0009472370147705078,0.002765178680419922,CreditDefault,XGBClassifier,10,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.5615593025367803,0.031070232391357422,0,0,Unknown,0.0009555816650390625,0.0027675628662109375,CreditDefault,XGBClassifier,10,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.5439446227119533,0.03835177421569824,0,0,Unknown,0.0009324550628662109,0.0027794837951660156,CreditDefault,XGBClassifier,10,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.5017724162983592,0.035832881927490234,0,0,Unknown,0.0009541511535644531,0.002756357192993164,CreditDefault,XGBClassifier,10,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6212836269701923,0.04844927787780762,0,0,Unknown,0.0009238719940185547,0.0028235912322998047,CreditDefault,XGBClassifier,20,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6132318217593994,0.04462313652038574,0,0,Unknown,0.000942230224609375,0.002778768539428711,CreditDefault,XGBClassifier,20,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.5841214102641723,0.04404115676879883,0,0,Unknown,0.0009424686431884766,0.002808809280395508,CreditDefault,XGBClassifier,20,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6223133740994127,0.04381752014160156,0,0,Unknown,0.0009398460388183594,0.0027687549591064453,CreditDefault,XGBClassifier,20,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6092122257875724,0.04123425483703613,0,0,Unknown,0.0009341239929199219,0.002743959426879883,CreditDefault,XGBClassifier,20,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6263143024358742,0.057314157485961914,0,0,Unknown,0.0009629726409912109,0.0028524398803710938,CreditDefault,XGBClassifier,30,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.5941570301305725,0.0529019832611084,0,0,Unknown,0.0009515285491943359,0.002843618392944336,CreditDefault,XGBClassifier,30,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6001937397832536,0.05177664756774902,0,0,Unknown,0.0009503364562988281,0.0029184818267822266,CreditDefault,XGBClassifier,30,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6238199027264838,0.055893898010253906,0,0,Unknown,0.000986337661743164,0.0031881332397460938,CreditDefault,XGBClassifier,30,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.63785594639866,0.0498504638671875,0,0,Unknown,0.0009987354278564453,0.002824068069458008,CreditDefault,XGBClassifier,30,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6288399830477689,0.0695950984954834,0,0,Unknown,0.0009562969207763672,0.0032224655151367188,CreditDefault,XGBClassifier,40,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6504535730863151,0.0692136287689209,0,0,Unknown,0.0011246204376220703,0.0028874874114990234,CreditDefault,XGBClassifier,40,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.592669169138867,0.06422805786132812,0,0,Unknown,0.0009486675262451172,0.003225088119506836,CreditDefault,XGBClassifier,40,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6423936953845533,0.06893062591552734,0,0,Unknown,0.0011365413665771484,0.0032057762145996094,CreditDefault,XGBClassifier,40,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6433714758531615,0.061836957931518555,0,0,Unknown,0.001234292984008789,0.0031828880310058594,CreditDefault,XGBClassifier,40,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6413775705838429,0.08087992668151855,0,0,Unknown,0.0009684562683105469,0.002855062484741211,CreditDefault,XGBClassifier,50,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6429244616657586,0.06959104537963867,0,0,Unknown,0.0009815692901611328,0.002856016159057617,CreditDefault,XGBClassifier,50,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6017048091864947,0.08051872253417969,0,0,Unknown,0.0009510517120361328,0.0028831958770751953,CreditDefault,XGBClassifier,50,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6524308288430103,0.07332372665405273,0,0,Unknown,0.0010519027709960938,0.0028829574584960938,CreditDefault,XGBClassifier,50,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6624598898104983,0.07520437240600586,0,0,Unknown,0.0009400844573974609,0.0028412342071533203,CreditDefault,XGBClassifier,50,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6438982058888821,0.08323907852172852,0,0,Unknown,0.0011315345764160156,0.002923250198364258,CreditDefault,XGBClassifier,60,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6438997194809388,0.08118987083435059,0,0,Unknown,0.0009713172912597656,0.0028831958770751953,CreditDefault,XGBClassifier,60,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.5856183528082178,0.08281731605529785,0,0,Unknown,0.0010306835174560547,0.0029077529907226562,CreditDefault,XGBClassifier,60,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6423941999152388,0.08499622344970703,0,0,Unknown,0.0009751319885253906,0.0029098987579345703,CreditDefault,XGBClassifier,60,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6614735323202356,0.07785916328430176,0,0,Unknown,0.0009596347808837891,0.0032656192779541016,CreditDefault,XGBClassifier,60,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6524308288430103,0.09446096420288086,0,0,Unknown,0.00091552734375,0.0029320716857910156,CreditDefault,XGBClassifier,70,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6589730782426186,0.0879058837890625,0,0,Unknown,0.001104116439819336,0.002935647964477539,CreditDefault,XGBClassifier,70,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.5841022380981211,0.09315299987792969,0,0,Unknown,0.0009098052978515625,0.002897977828979492,CreditDefault,XGBClassifier,70,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6474147847672096,0.09268689155578613,0,0,Unknown,0.0008988380432128906,0.002904653549194336,CreditDefault,XGBClassifier,70,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6835568404270347,0.08442115783691406,0,0,Unknown,0.0009398460388183594,0.0029115676879882812,CreditDefault,XGBClassifier,70,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6494147444047547,0.10361409187316895,0,0,Unknown,0.0009026527404785156,0.0035524368286132812,CreditDefault,XGBClassifier,80,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6539373574700813,0.09746861457824707,0,0,Unknown,0.0010998249053955078,0.002923250198364258,CreditDefault,XGBClassifier,80,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6051971705919154,0.1024618148803711,0,0,Unknown,0.0009138584136962891,0.002938508987426758,CreditDefault,XGBClassifier,80,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6469132812657665,0.0935976505279541,0,0,Unknown,0.0009295940399169922,0.002985715866088867,CreditDefault,XGBClassifier,80,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6624719985469516,0.09546947479248047,0,0,Unknown,0.0009186267852783203,0.0029244422912597656,CreditDefault,XGBClassifier,80,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
