model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.092,0.031,0.486,0.098,0.194,0.109,,0.0,original,10,5,,,,,6.711447715759277
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,11.087,0.244,0.569,0.489,0.968,0.941,,2e-06,original,10,5,,,,,6.711447715759277
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.382,0.019,0.45,0.25,0.497,0.332,,0.0,original,10,5,,,,,6.711447715759277
naive_bayes,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.52,0.001,0.813,0.425,0.84,0.725,,0.0,original,10,6,,,,,
logreg,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.601,0.005,0.795,0.446,0.881,0.79,,0.0,original,10,6,,,,,
knn,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.76,0.001,0.763,0.472,0.929,0.87,,1e-06,original,10,6,,,,,
xgb,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.102,0.04,0.696,0.401,0.796,0.663,,0.0,original,10,6,,,,,
rf,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,11.047,0.345,0.77,0.45,0.889,0.802,,4e-06,original,10,6,,,,,
mlp,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.579,0.031,0.776,0.432,0.855,0.748,,0.0,original,10,6,,,,,
naive_bayes,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.547,0.001,0.783,0.364,0.722,0.566,,0.0,original,10,6,,,,,4.264693260192871
logreg,k-means,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,0.862,0.02,0.847,0.449,0.886,0.797,,0.0,original,10,6,,,,,4.264693260192871
knn,k-means,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,0.763,0.001,0.8,0.478,0.938,0.886,,1e-06,original,10,6,,,,,4.264693260192871
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.109,0.044,0.61,0.182,0.36,0.221,,0.0,original,10,6,,,,,4.264693260192871
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,11.612,0.402,0.755,0.34,0.675,0.511,,5e-06,original,10,6,,,,,4.264693260192871
mlp,k-means,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,1.358,0.016,0.776,0.438,0.867,0.767,,0.0,original,10,6,,,,,4.264693260192871
naive_bayes,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,30.464,0.002,0.783,0.364,0.722,0.566,,0.0,original,10,6,,,,,803.5089871883392
logreg,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,1.233,0.016,0.832,0.455,0.898,0.816,,0.0,original,10,6,,,,,803.5089871883392
knn,ag,0.7,0.7,0.7,0.7,0.245,0.245,0.245,0.245,1.158,0.001,0.76,0.506,0.978,0.959,,1e-06,original,10,6,,,,,803.5089871883392
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.329,0.028,0.7,0.363,0.72,0.565,,0.0,original,10,6,,,,,803.5089871883392
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,8.323,0.129,0.739,0.36,0.714,0.557,,1e-06,original,10,6,,,,,803.5089871883392
mlp,ag,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,1.398,0.016,0.774,0.413,0.817,0.692,,0.0,original,10,6,,,,,803.5089871883392
naive_bayes,k_center,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.557,0.001,0.605,0.188,0.373,0.23,,0.0,original,10,6,,,,,1.9767837524414062
logreg,k_center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.913,0.02,0.685,0.391,0.775,0.635,,0.0,original,10,6,,,,,1.9767837524414062
knn,k_center,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,0.917,0.001,0.5,0.001,0.0,0.001,,1e-06,original,10,6,,,,,1.9767837524414062
xgb,k_center,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.09,0.019,0.682,0.493,0.967,0.939,,0.0,original,10,6,,,,,1.9767837524414062
rf,k_center,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,11.425,0.374,0.778,0.42,0.831,0.713,,3e-06,original,10,6,,,,,1.9767837524414062
mlp,k_center,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,1.8,0.048,0.631,0.215,0.427,0.273,,1e-06,original,10,6,,,,,1.9767837524414062
naive_bayes,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.52,0.001,0.558,0.406,0.808,0.679,,0.0,original,10,6,,,,,6.570007562637329
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.721,0.003,0.496,0.497,0.992,0.986,,0.0,original,10,6,,,,,6.570007562637329
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.87,0.001,0.496,0.488,0.973,0.95,,0.0,original,10,6,,,,,6.570007562637329
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.083,0.015,0.441,0.098,0.194,0.109,,0.0,original,10,6,,,,,6.570007562637329
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.215,0.4,0.517,0.366,0.728,0.574,,4e-06,original,10,6,,,,,6.570007562637329
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.552,0.027,0.469,0.468,0.934,0.878,,0.0,original,10,6,,,,,6.570007562637329
naive_bayes,random,0.65,0.627,0.627,0.65,0.2,0.213,0.213,0.2,0.493,0.001,0.795,0.389,0.77,0.628,,0.0,original,10,7,,,,,
logreg,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.692,0.004,0.797,0.491,0.959,0.924,,0.0,original,10,7,,,,,
knn,random,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,0.739,0.001,0.711,0.498,0.972,0.948,,1e-06,original,10,7,,,,,
xgb,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.123,0.015,0.755,0.369,0.732,0.579,,0.0,original,10,7,,,,,
rf,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,11.924,0.417,0.912,0.476,0.932,0.875,,8e-06,original,10,7,,,,,
mlp,random,0.6,0.593,0.593,0.6,0.122,0.114,0.114,0.122,1.342,0.017,0.724,0.402,0.796,0.663,,0.0,original,10,7,,,,,
naive_bayes,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,0.456,0.001,0.783,0.364,0.722,0.566,,0.0,original,10,7,,,,,5.124488830566406
logreg,k-means,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,0.862,0.013,0.792,0.418,0.827,0.706,,0.0,original,10,7,,,,,5.124488830566406
knn,k-means,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,0.689,0.001,0.752,0.456,0.901,0.822,,1e-06,original,10,7,,,,,5.124488830566406
xgb,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,1.076,0.021,0.814,0.395,0.781,0.642,,0.0,original,10,7,,,,,5.124488830566406
rf,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,12.505,0.436,0.783,0.424,0.839,0.725,,6e-06,original,10,7,,,,,5.124488830566406
mlp,k-means,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,1.364,0.019,0.805,0.417,0.826,0.705,,0.0,original,10,7,,,,,5.124488830566406
naive_bayes,ag,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,30.508,0.002,0.783,0.364,0.722,0.566,,0.0,original,10,7,,,,,790.8551502227783
logreg,ag,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,1.296,0.01,0.816,0.446,0.88,0.788,,0.0,original,10,7,,,,,790.8551502227783
knn,ag,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,1.103,0.001,0.73,0.527,0.989,0.981,,1e-06,original,10,7,,,,,790.8551502227783
xgb,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.387,0.022,0.806,0.42,0.83,0.712,,0.0,original,10,7,,,,,790.8551502227783
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,12.217,0.424,0.836,0.457,0.902,0.823,,6e-06,original,10,7,,,,,790.8551502227783
mlp,ag,0.6,0.593,0.593,0.6,0.122,0.114,0.114,0.122,1.605,0.03,0.822,0.449,0.886,0.798,,1e-06,original,10,7,,,,,790.8551502227783
naive_bayes,k_center,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,0.531,0.001,0.729,0.353,0.701,0.541,,0.0,original,10,7,,,,,1.9001972675323486
logreg,k_center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.913,0.006,0.5,0.001,0.0,0.001,,0.0,original,10,7,,,,,1.9001972675323486
knn,k_center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.833,0.001,0.5,0.001,0.0,0.001,,1e-06,original,10,7,,,,,1.9001972675323486
xgb,k_center,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.124,0.024,0.757,0.371,0.735,0.583,,0.0,original,10,7,,,,,1.9001972675323486
rf,k_center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,10.03,0.295,0.604,0.181,0.359,0.22,,3e-06,original,10,7,,,,,1.9001972675323486
mlp,k_center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.66,0.013,0.511,0.214,0.425,0.271,,1e-06,original,10,7,,,,,1.9001972675323486
naive_bayes,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.556,0.002,0.565,0.409,0.813,0.686,,0.0,original,10,7,,,,,6.65314507484436
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.769,0.005,0.494,0.496,0.99,0.983,,0.0,original,10,7,,,,,6.65314507484436
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.881,0.001,0.491,0.489,0.976,0.956,,0.0,original,10,7,,,,,6.65314507484436
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.073,0.026,0.461,0.096,0.188,0.105,,0.0,original,10,7,,,,,6.65314507484436
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.374,0.425,0.589,0.488,0.966,0.937,,4e-06,original,10,7,,,,,6.65314507484436
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.57,0.029,0.47,0.321,0.639,0.47,,0.0,original,10,7,,,,,6.65314507484436
naive_bayes,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.501,0.001,0.791,0.379,0.75,0.601,,0.0,original,10,8,,,,,
logreg,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.743,0.004,0.82,0.459,0.905,0.828,,0.0,original,10,8,,,,,
knn,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.752,0.001,0.774,0.488,0.955,0.916,,1e-06,original,10,8,,,,,
xgb,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.103,0.016,0.806,0.439,0.868,0.77,,0.0,original,10,8,,,,,
rf,random,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,11.686,0.299,0.872,0.443,0.875,0.779,,5e-06,original,10,8,,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.912,0.044,0.817,0.445,0.879,0.786,,1e-06,original,10,8,,,,,
naive_bayes,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.53,0.001,0.783,0.364,0.722,0.566,,0.0,original,10,8,,,,,5.361017942428589
logreg,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,0.929,0.01,0.804,0.485,0.95,0.907,,0.0,original,10,8,,,,,5.361017942428589
knn,k-means,0.75,0.747,0.747,0.75,0.224,0.224,0.224,0.224,0.713,0.001,0.741,0.511,0.982,0.967,,1e-06,original,10,8,,,,,5.361017942428589
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.113,0.03,0.613,0.186,0.369,0.227,,0.0,original,10,8,,,,,5.361017942428589
rf,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,9.553,0.195,0.823,0.401,0.793,0.659,,2e-06,original,10,8,,,,,5.361017942428589
mlp,k-means,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,1.336,0.019,0.799,0.44,0.87,0.772,,0.0,original,10,8,,,,,5.361017942428589
naive_bayes,ag,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,30.904,0.001,0.783,0.364,0.722,0.566,,0.0,original,10,8,,,,,767.1326613426208
logreg,ag,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,1.222,0.011,0.821,0.448,0.885,0.796,,0.0,original,10,8,,,,,767.1326613426208
knn,ag,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,1.11,0.001,0.726,0.524,0.989,0.98,,1e-06,original,10,8,,,,,767.1326613426208
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.387,2.431,0.776,0.472,0.929,0.87,,0.0,original,10,8,,,,,767.1326613426208
rf,ag,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,7.998,0.11,0.844,0.51,0.977,0.957,,2e-06,original,10,8,,,,,767.1326613426208
mlp,ag,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,1.298,0.018,0.771,0.408,0.809,0.681,,0.0,original,10,8,,,,,767.1326613426208
naive_bayes,k_center,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.54,0.001,0.803,0.419,0.829,0.71,,0.0,original,10,8,,,,,2.2435286045074463
logreg,k_center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.025,0.018,0.701,0.47,0.928,0.867,,0.0,original,10,8,,,,,2.2435286045074463
knn,k_center,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.789,0.001,0.5,0.001,0.0,0.001,,1e-06,original,10,8,,,,,2.2435286045074463
xgb,k_center,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.14,0.043,0.758,0.439,0.868,0.769,,0.0,original,10,8,,,,,2.2435286045074463
rf,k_center,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,11.29,0.406,0.755,0.377,0.747,0.598,,4e-06,original,10,8,,,,,2.2435286045074463
mlp,k_center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,1.412,0.01,0.611,0.482,0.954,0.915,,0.0,original,10,8,,,,,2.2435286045074463
naive_bayes,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.53,0.001,0.558,0.406,0.808,0.679,,0.0,original,10,8,,,,,6.785849571228027
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.004,0.496,0.497,0.992,0.986,,0.0,original,10,8,,,,,6.785849571228027
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.929,0.001,0.495,0.484,0.964,0.933,,1e-06,original,10,8,,,,,6.785849571228027
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.124,0.042,0.438,0.094,0.185,0.103,,0.0,original,10,8,,,,,6.785849571228027
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.48,0.397,0.543,0.484,0.961,0.928,,3e-06,original,10,8,,,,,6.785849571228027
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.292,0.014,0.33,0.307,0.612,0.442,,1e-06,original,10,8,,,,,6.785849571228027
naive_bayes,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.537,0.001,0.793,0.381,0.754,0.607,,0.0,original,10,9,,,,,
logreg,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.619,0.003,0.813,0.464,0.914,0.843,,0.0,original,10,9,,,,,
knn,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,0.711,0.001,0.823,0.472,0.929,0.869,,1e-06,original,10,9,,,,,
xgb,random,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,1.053,0.05,0.772,0.41,0.812,0.686,,0.0,original,10,9,,,,,
rf,random,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,9.517,0.094,0.885,0.491,0.955,0.917,,1e-06,original,10,9,,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.554,0.025,0.851,0.472,0.928,0.867,,1e-06,original,10,9,,,,,
naive_bayes,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,0.52,0.001,0.783,0.364,0.722,0.566,,0.0,original,10,9,,,,,4.278401851654053
logreg,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.879,0.008,0.75,0.472,0.929,0.87,,0.0,original,10,9,,,,,4.278401851654053
knn,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,0.684,0.001,0.684,0.512,0.985,0.974,,1e-06,original,10,9,,,,,4.278401851654053
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.102,0.402,0.64,0.221,0.437,0.281,,0.0,original,10,9,,,,,4.278401851654053
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,9.658,0.204,0.788,0.395,0.783,0.645,,3e-06,original,10,9,,,,,4.278401851654053
mlp,k-means,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,1.358,0.018,0.761,0.39,0.773,0.632,,1e-06,original,10,9,,,,,4.278401851654053
naive_bayes,ag,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,30.69,0.002,0.783,0.364,0.722,0.566,,0.0,original,10,9,,,,,819.3149819374084
logreg,ag,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,1.29,0.013,0.844,0.484,0.947,0.901,,0.0,original,10,9,,,,,819.3149819374084
knn,ag,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,1.102,0.001,0.782,0.504,0.975,0.953,,1e-06,original,10,9,,,,,819.3149819374084
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.325,0.046,0.772,0.428,0.847,0.736,,0.0,original,10,9,,,,,819.3149819374084
rf,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,11.378,0.365,0.807,0.422,0.836,0.719,,4e-06,original,10,9,,,,,819.3149819374084
mlp,ag,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,1.871,0.045,0.847,0.489,0.954,0.914,,1e-06,original,10,9,,,,,819.3149819374084
naive_bayes,k_center,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,0.597,0.001,0.686,0.295,0.585,0.415,,0.0,original,10,9,,,,,2.1105122566223145
logreg,k_center,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.931,0.014,0.568,0.204,0.405,0.255,,0.0,original,10,9,,,,,2.1105122566223145
knn,k_center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.991,0.001,0.5,0.001,0.0,0.001,,1e-06,original,10,9,,,,,2.1105122566223145
xgb,k_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.101,0.013,0.758,0.439,0.868,0.769,,0.0,original,10,9,,,,,2.1105122566223145
rf,k_center,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,12.351,0.438,0.777,0.402,0.795,0.662,,4e-06,original,10,9,,,,,2.1105122566223145
mlp,k_center,0.75,0.707,0.707,0.75,0.316,0.362,0.362,0.316,1.631,0.031,0.559,0.187,0.37,0.228,,0.0,original,10,9,,,,,2.1105122566223145
naive_bayes,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.541,0.002,0.566,0.409,0.813,0.686,,0.0,original,10,9,,,,,6.608127593994141
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.727,0.005,0.496,0.497,0.992,0.988,,0.0,original,10,9,,,,,6.608127593994141
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.793,0.001,0.491,0.488,0.973,0.95,,1e-06,original,10,9,,,,,6.608127593994141
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.08,0.031,0.422,0.098,0.193,0.108,,0.0,original,10,9,,,,,6.608127593994141
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,9.616,0.095,0.535,0.508,0.994,0.991,,1e-06,original,10,9,,,,,6.608127593994141
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.433,0.031,0.477,0.397,0.79,0.655,,0.0,original,10,9,,,,,6.608127593994141
naive_bayes,random,0.85,0.834,0.834,0.85,0.146,0.167,0.167,0.146,0.499,0.001,0.799,0.394,0.78,0.641,,0.0,original,20,5,,,,,
logreg,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.69,0.004,0.788,0.491,0.96,0.925,,0.0,original,20,5,,,,,
knn,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.751,0.001,0.823,0.485,0.949,0.906,,1e-06,original,20,5,,,,,
xgb,random,0.9,0.898,0.898,0.9,0.146,0.148,0.148,0.146,1.206,0.028,0.905,0.509,0.973,0.951,,0.0,original,20,5,,,,,
rf,random,0.825,0.822,0.822,0.825,0.1,0.102,0.102,0.1,9.138,0.204,0.841,0.476,0.934,0.878,,3e-06,original,20,5,,,,,
mlp,random,0.85,0.845,0.845,0.85,0.05,0.056,0.056,0.05,1.418,0.021,0.803,0.454,0.897,0.815,,0.0,original,20,5,,,,,
naive_bayes,k-means,0.85,0.845,0.845,0.85,0.146,0.15,0.15,0.146,0.518,0.001,0.783,0.364,0.722,0.566,,0.0,original,20,5,,,,,6.7195985317230225
logreg,k-means,0.85,0.845,0.845,0.85,0.146,0.15,0.15,0.146,0.921,0.016,0.857,0.455,0.897,0.815,,0.0,original,20,5,,,,,6.7195985317230225
knn,k-means,0.775,0.771,0.771,0.775,0.242,0.246,0.246,0.242,0.663,0.001,0.769,0.506,0.977,0.957,,1e-06,original,20,5,,,,,6.7195985317230225
