model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
mlp,craig,0.6,0.467,0.533,0.6,0.2,0.267,0.267,0.2,7.482,0.026,0.709,0.65,0.786,0.762,0.788,5.5e-05,10,0,224.22787046432495,0,8.773597455340548e-07,0.0018358230590820312
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.363,0.056,0.329,0.105,0.051,0.112,0.247,1.6e-05,10,0,224.22787046432495,0,8.773597455340548e-07,0.004609823226928711
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.233,0.326,0.225,0.206,0.291,0.225,0.155,2.1e-05,10,0,224.22787046432495,0,8.773597455340548e-07,0.004609823226928711
svc,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.448,0.002,0.36,0.345,0.495,0.417,0.307,4e-06,10,0,224.22787046432495,0,8.773597455340548e-07,0.004609823226928711
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,3.926,0.008,0.329,0.29,0.399,0.325,0.275,1e-06,10,0,224.22787046432495,0,8.773597455340548e-07,0.004609823226928711
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.698,0.024,0.341,0.304,0.42,0.345,0.294,6.1e-05,10,0,224.22787046432495,0,8.773597455340548e-07,0.004609823226928711
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.0,0.029,0.802,0.803,0.897,0.897,0.849,1.7e-05,10,1,,,,
rf,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,16.857,0.252,0.747,0.731,0.854,0.85,0.848,1.9e-05,10,1,,,,
svc,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,7.152,0.002,0.769,0.724,0.842,0.83,0.848,4e-06,10,1,,,,
logreg,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,6.328,0.005,0.779,0.743,0.856,0.847,0.861,0.0,10,1,,,,
mlp,random,0.65,0.64,0.64,0.65,0.339,0.336,0.336,0.339,7.606,0.03,0.766,0.696,0.816,0.796,0.837,4.1e-05,10,1,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.278,0.019,0.817,0.796,0.889,0.886,0.817,2e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0013670921325683594
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.637,0.149,0.729,0.658,0.788,0.762,0.808,1.2e-05,10,1,591.46142578125,0,8.992529177521762e-07,0.0013670921325683594
svc,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,6.967,0.001,0.695,0.558,0.67,0.618,0.5,2e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0013670921325683594
logreg,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,7.118,0.006,0.729,0.649,0.778,0.748,0.797,1e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0013670921325683594
mlp,k-means,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,4.305,0.02,0.735,0.639,0.764,0.729,0.797,5.8e-05,10,1,591.46142578125,0,8.992529177521762e-07,0.0013670921325683594
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.847,0.042,0.632,0.473,0.566,0.508,0.793,3e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0013277530670166016
rf,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,15.634,0.327,0.755,0.652,0.771,0.737,0.827,1.9e-05,10,1,591.46142578125,0,8.992529177521762e-07,0.0013277530670166016
svc,ag,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,7.021,0.001,0.521,0.215,0.173,0.22,0.326,3e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0013277530670166016
logreg,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.348,0.008,0.715,0.63,0.759,0.725,0.799,0.0,10,1,591.46142578125,0,8.992529177521762e-07,0.0013277530670166016
mlp,ag,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,8.014,0.063,0.687,0.547,0.658,0.604,0.763,4.4e-05,10,1,591.46142578125,0,8.992529177521762e-07,0.0013277530670166016
xgb,k_center,0.75,0.74,0.74,0.75,0.316,0.332,0.332,0.316,7.42,0.034,0.526,0.351,0.407,0.361,0.709,2e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0012586116790771484
rf,k_center,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,15.029,0.463,0.491,0.277,0.291,0.277,0.63,2.7e-05,10,1,591.46142578125,0,8.992529177521762e-07,0.0012586116790771484
svc,k_center,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,5.112,0.001,0.495,0.134,0.043,0.154,0.554,4e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0012586116790771484
logreg,k_center,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,3.901,0.005,0.5,0.212,0.176,0.216,0.505,1e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0012586116790771484
mlp,k_center,0.3,0.247,0.247,0.3,0.187,0.165,0.165,0.187,4.916,0.029,0.504,0.304,0.334,0.307,0.527,5.7e-05,10,1,591.46142578125,0,8.992529177521762e-07,0.0012586116790771484
xgb,craig,0.5,0.333,0.4,0.5,0.0,0.0,0.133,0.0,4.452,0.033,0.5,0.134,0.042,0.155,0.828,8e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0013017654418945312
rf,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,15.128,0.244,0.5,0.134,0.042,0.155,0.5,1.6e-05,10,1,591.46142578125,0,8.992529177521762e-07,0.0013017654418945312
svc,craig,0.5,0.333,0.4,0.5,0.0,0.0,0.133,0.0,7.162,0.001,0.5,0.134,0.042,0.155,0.148,2e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0013017654418945312
logreg,craig,0.5,0.333,0.4,0.5,0.0,0.0,0.133,0.0,6.899,0.007,0.674,0.468,0.54,0.488,0.763,1e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0013017654418945312
mlp,craig,0.3,0.2,0.2,0.3,0.245,0.163,0.163,0.245,7.488,0.018,0.69,0.527,0.626,0.57,0.755,4e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.0013017654418945312
xgb,lc,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,16.938,0.016,0.373,0.382,0.577,0.512,0.328,8e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.00136566162109375
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,15.805,0.256,0.262,0.234,0.327,0.258,0.171,1.6e-05,10,1,591.46142578125,0,8.992529177521762e-07,0.00136566162109375
svc,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.303,0.001,0.364,0.346,0.494,0.416,0.32,4e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.00136566162109375
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.359,0.005,0.323,0.258,0.337,0.276,0.247,1e-06,10,1,591.46142578125,0,8.992529177521762e-07,0.00136566162109375
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.552,0.028,0.337,0.289,0.391,0.32,0.28,4.3e-05,10,1,591.46142578125,0,8.992529177521762e-07,0.00136566162109375
xgb,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.598,0.039,0.833,0.789,0.881,0.873,0.85,4e-06,10,2,,,,
rf,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,15.018,0.351,0.778,0.674,0.788,0.758,0.858,2.3e-05,10,2,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.913,0.001,0.792,0.739,0.849,0.836,0.866,3e-06,10,2,,,,
logreg,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.707,0.007,0.782,0.709,0.824,0.805,0.858,0.0,10,2,,,,
mlp,random,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,8.437,0.058,0.769,0.673,0.79,0.761,0.85,7.5e-05,10,2,,,,
xgb,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,5.455,0.162,0.797,0.8,0.896,0.896,0.886,2.9e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.0017981529235839844
rf,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,14.078,0.256,0.746,0.673,0.798,0.774,0.822,2.1e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.0017981529235839844
svc,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.843,0.002,0.736,0.648,0.774,0.742,0.832,1e-06,10,2,328.4221224784851,0,7.02858916529559e-07,0.0017981529235839844
logreg,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,2.759,0.007,0.796,0.744,0.852,0.84,0.843,0.0,10,2,328.4221224784851,0,7.02858916529559e-07,0.0017981529235839844
mlp,k-means,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,3.47,0.027,0.772,0.702,0.82,0.8,0.844,6.9e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.0017981529235839844
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.297,0.039,0.612,0.465,0.563,0.503,0.792,6e-06,10,2,328.4221224784851,0,7.02858916529559e-07,0.0016057491302490234
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.159,0.26,0.709,0.629,0.761,0.728,0.779,1.6e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.0016057491302490234
svc,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.212,0.002,0.71,0.627,0.758,0.723,0.489,4e-06,10,2,328.4221224784851,0,7.02858916529559e-07,0.0016057491302490234
logreg,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.488,0.006,0.69,0.637,0.78,0.755,0.784,0.0,10,2,328.4221224784851,0,7.02858916529559e-07,0.0016057491302490234
mlp,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,7.842,0.031,0.746,0.677,0.803,0.78,0.827,0.000113,10,2,328.4221224784851,0,7.02858916529559e-07,0.0016057491302490234
xgb,k_center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.219,0.039,0.656,0.474,0.558,0.502,0.825,1.3e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.00176239013671875
rf,k_center,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,14.64,0.211,0.512,0.164,0.09,0.178,0.798,1.4e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.00176239013671875
svc,k_center,0.5,0.4,0.4,0.5,0.0,0.082,0.082,0.0,2.568,0.001,0.5,0.135,0.043,0.156,0.486,3e-06,10,2,328.4221224784851,0,7.02858916529559e-07,0.00176239013671875
logreg,k_center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,6.892,0.007,0.49,0.137,0.05,0.156,0.517,1e-06,10,2,328.4221224784851,0,7.02858916529559e-07,0.00176239013671875
mlp,k_center,0.35,0.287,0.287,0.35,0.122,0.119,0.119,0.122,7.073,0.029,0.541,0.289,0.293,0.289,0.56,5.2e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.00176239013671875
xgb,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,4.288,0.019,0.5,0.458,0.774,0.845,0.521,2e-06,10,2,328.4221224784851,0,7.02858916529559e-07,0.0017855167388916016
rf,craig,0.4,0.267,0.267,0.4,0.2,0.133,0.133,0.2,13.979,0.264,0.5,0.458,0.774,0.845,0.5,1.4e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.0017855167388916016
svc,craig,0.4,0.267,0.267,0.4,0.2,0.133,0.133,0.2,7.604,0.002,0.5,0.458,0.774,0.845,0.248,2e-06,10,2,328.4221224784851,0,7.02858916529559e-07,0.0017855167388916016
logreg,craig,0.4,0.267,0.267,0.4,0.2,0.133,0.133,0.2,4.502,0.006,0.489,0.486,0.746,0.762,0.655,0.0,10,2,328.4221224784851,0,7.02858916529559e-07,0.0017855167388916016
mlp,craig,0.3,0.2,0.2,0.3,0.245,0.163,0.163,0.245,7.739,0.016,0.622,0.579,0.74,0.709,0.674,6.1e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.0017855167388916016
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.349,0.031,0.293,0.192,0.226,0.195,0.173,7e-06,10,2,328.4221224784851,0,7.02858916529559e-07,0.001773834228515625
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.553,0.257,0.279,0.262,0.374,0.298,0.178,1.6e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.001773834228515625
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.458,0.002,0.421,0.276,0.32,0.281,0.334,2e-06,10,2,328.4221224784851,0,7.02858916529559e-07,0.001773834228515625
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.614,0.006,0.32,0.246,0.315,0.26,0.23,1e-06,10,2,328.4221224784851,0,7.02858916529559e-07,0.001773834228515625
mlp,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.651,0.046,0.364,0.209,0.225,0.21,0.243,5.6e-05,10,2,328.4221224784851,0,7.02858916529559e-07,0.001773834228515625
xgb,random,0.6,0.587,0.587,0.6,0.3,0.293,0.293,0.3,4.852,0.015,0.73,0.582,0.69,0.641,0.807,3e-06,10,3,,,,
rf,random,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,14.654,0.433,0.72,0.616,0.741,0.701,0.815,3.1e-05,10,3,,,,
svc,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.941,0.002,0.709,0.634,0.768,0.736,0.78,4e-06,10,3,,,,
logreg,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,7.1,0.008,0.734,0.643,0.768,0.735,0.803,0.0,10,3,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.758,1.666,0.7,0.597,0.724,0.68,0.772,5.9e-05,10,3,,,,
xgb,k-means,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,7.785,0.047,0.815,0.798,0.892,0.889,0.886,2e-06,10,3,472.8164281845093,0,6.969075831591766e-07,0.002004384994506836
rf,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,14.362,0.198,0.727,0.69,0.823,0.809,0.828,1.3e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.002004384994506836
svc,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.456,0.001,0.7,0.519,0.609,0.555,0.196,3e-06,10,3,472.8164281845093,0,6.969075831591766e-07,0.002004384994506836
logreg,k-means,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,7.027,0.007,0.808,0.732,0.838,0.821,0.874,0.0,10,3,472.8164281845093,0,6.969075831591766e-07,0.002004384994506836
mlp,k-means,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,7.62,0.05,0.744,0.693,0.82,0.803,0.834,6.5e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.002004384994506836
xgb,ag,0.85,0.84,0.84,0.85,0.3,0.32,0.32,0.3,4.246,0.029,0.789,0.763,0.87,0.865,0.883,1.3e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0019185543060302734
rf,ag,0.85,0.84,0.84,0.85,0.3,0.32,0.32,0.3,14.506,0.433,0.742,0.681,0.808,0.788,0.805,2.5e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0019185543060302734
svc,ag,0.75,0.707,0.707,0.75,0.316,0.362,0.362,0.316,7.149,0.001,0.679,0.619,0.762,0.732,0.757,3e-06,10,3,472.8164281845093,0,6.969075831591766e-07,0.0019185543060302734
logreg,ag,0.8,0.767,0.767,0.8,0.245,0.291,0.291,0.245,7.058,0.006,0.722,0.617,0.741,0.701,0.776,1e-06,10,3,472.8164281845093,0,6.969075831591766e-07,0.0019185543060302734
mlp,ag,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,6.859,0.019,0.702,0.549,0.655,0.601,0.774,2.4e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0019185543060302734
xgb,k_center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,4.598,0.028,0.555,0.501,0.656,0.603,0.658,1.1e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0017497539520263672
rf,k_center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,11.365,0.152,0.579,0.467,0.582,0.519,0.627,1.2e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0017497539520263672
svc,k_center,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.881,0.001,0.579,0.303,0.303,0.303,0.39,4e-06,10,3,472.8164281845093,0,6.969075831591766e-07,0.0017497539520263672
logreg,k_center,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,7.908,0.006,0.557,0.288,0.285,0.288,0.603,1e-06,10,3,472.8164281845093,0,6.969075831591766e-07,0.0017497539520263672
mlp,k_center,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,6.013,0.018,0.572,0.309,0.315,0.309,0.575,3.5e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0017497539520263672
xgb,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,4.215,0.028,0.5,0.458,0.774,0.845,0.5,2.3e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0016982555389404297
rf,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,14.573,0.297,0.5,0.458,0.774,0.845,0.5,1.8e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0016982555389404297
svc,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,6.533,0.001,0.5,0.458,0.774,0.845,0.613,2e-06,10,3,472.8164281845093,0,6.969075831591766e-07,0.0016982555389404297
logreg,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,6.771,0.007,0.454,0.438,0.732,0.76,0.495,0.0,10,3,472.8164281845093,0,6.969075831591766e-07,0.0016982555389404297
mlp,craig,0.3,0.2,0.267,0.3,0.245,0.163,0.249,0.245,8.107,0.015,0.382,0.282,0.35,0.295,0.341,4e-06,10,3,472.8164281845093,0,6.969075831591766e-07,0.0016982555389404297
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.835,0.174,0.249,0.142,0.152,0.142,0.16,1.9e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0024826526641845703
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.452,0.428,0.239,0.21,0.29,0.227,0.164,3.2e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0024826526641845703
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.134,0.001,0.358,0.36,0.535,0.461,0.323,4e-06,10,3,472.8164281845093,0,6.969075831591766e-07,0.0024826526641845703
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.126,0.007,0.318,0.309,0.449,0.368,0.28,1e-06,10,3,472.8164281845093,0,6.969075831591766e-07,0.0024826526641845703
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.46,0.046,0.357,0.345,0.497,0.419,0.311,5.6e-05,10,3,472.8164281845093,0,6.969075831591766e-07,0.0024826526641845703
xgb,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,4.968,0.02,0.655,0.61,0.764,0.738,0.751,7e-06,10,4,,,,
rf,random,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,15.452,0.435,0.662,0.605,0.753,0.722,0.735,3.8e-05,10,4,,,,
svc,random,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,6.289,0.002,0.617,0.42,0.485,0.436,0.417,5e-06,10,4,,,,
logreg,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,6.848,0.008,0.694,0.659,0.804,0.789,0.766,0.0,10,4,,,,
mlp,random,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,7.185,0.02,0.7,0.643,0.783,0.758,0.761,1.6e-05,10,4,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.047,0.029,0.769,0.636,0.747,0.707,0.862,2e-06,10,4,159.7649838924408,0,7.744253116802577e-07,0.001428842544555664
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.029,0.358,0.751,0.648,0.768,0.734,0.842,2.1e-05,10,4,159.7649838924408,0,7.744253116802577e-07,0.001428842544555664
svc,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,6.252,0.002,0.681,0.605,0.743,0.706,0.722,2e-06,10,4,159.7649838924408,0,7.744253116802577e-07,0.001428842544555664
logreg,k-means,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,6.498,0.006,0.693,0.61,0.745,0.708,0.743,0.0,10,4,159.7649838924408,0,7.744253116802577e-07,0.001428842544555664
mlp,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,5.798,0.028,0.694,0.6,0.731,0.689,0.752,6.1e-05,10,4,159.7649838924408,0,7.744253116802577e-07,0.001428842544555664
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.461,0.034,0.702,0.568,0.681,0.63,0.751,2e-06,10,4,159.7649838924408,0,7.744253116802577e-07,0.0014710426330566406
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,15.746,0.366,0.725,0.638,0.766,0.733,0.798,2.7e-05,10,4,159.7649838924408,0,7.744253116802577e-07,0.0014710426330566406
svc,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.048,0.001,0.623,0.586,0.751,0.723,0.695,2e-06,10,4,159.7649838924408,0,7.744253116802577e-07,0.0014710426330566406
