model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
svc,ag,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,3.895,0.001,0.683,0.61,0.749,0.714,0.5,4e-06,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0013070106506347656
logreg,ag,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,6.998,0.008,0.683,0.645,0.793,0.775,0.788,1e-06,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0013070106506347656
mlp,ag,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,7.655,0.018,0.699,0.625,0.761,0.729,0.755,3e-06,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0013070106506347656
xgb,k_center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.225,0.089,0.834,0.791,0.882,0.875,0.847,1.6e-05,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0014078617095947266
rf,k_center,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,17.812,0.407,0.608,0.366,0.399,0.37,0.857,2.5e-05,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0014078617095947266
svc,k_center,0.5,0.42,0.42,0.5,0.158,0.183,0.183,0.158,4.043,0.002,0.597,0.343,0.364,0.345,0.693,4e-06,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0014078617095947266
logreg,k_center,0.5,0.42,0.42,0.5,0.158,0.183,0.183,0.158,6.757,0.008,0.539,0.232,0.196,0.235,0.572,1e-06,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0014078617095947266
mlp,k_center,0.45,0.373,0.373,0.45,0.1,0.114,0.114,0.1,9.035,0.051,0.641,0.471,0.558,0.501,0.703,9e-05,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0014078617095947266
xgb,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,6.654,0.035,0.5,0.458,0.774,0.845,0.5,1.6e-05,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0016222000122070312
rf,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,14.455,0.295,0.5,0.458,0.774,0.845,0.5,1.7e-05,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0016222000122070312
svc,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,2.536,0.001,0.499,0.457,0.773,0.843,0.598,3e-06,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0016222000122070312
logreg,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,6.992,0.005,0.452,0.446,0.722,0.735,0.303,0.0,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0016222000122070312
mlp,craig,0.6,0.533,0.6,0.6,0.374,0.4,0.389,0.374,4.629,0.019,0.442,0.446,0.671,0.638,0.419,5.1e-05,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0016222000122070312
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.769,0.019,0.369,0.373,0.557,0.487,0.289,1.3e-05,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0013730525970458984
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.436,0.446,0.293,0.288,0.421,0.341,0.2,2.6e-05,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0013730525970458984
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.445,0.002,0.386,0.347,0.478,0.402,0.31,3e-06,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0013730525970458984
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.697,0.085,0.383,0.358,0.503,0.427,0.37,0.0,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0013730525970458984
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.35,0.018,0.399,0.385,0.551,0.479,0.389,7.9e-05,10,0,109.2453281879425,60.12829780578613,5.896331877861837e-07,0.0013730525970458984
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.442,0.524,0.802,0.803,0.897,0.897,0.849,1.6e-05,10,1,,,,
rf,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,16.157,0.336,0.759,0.752,0.869,0.867,0.857,2.5e-05,10,1,,,,
svc,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,6.614,0.002,0.769,0.724,0.842,0.83,0.848,3e-06,10,1,,,,
logreg,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,2.7,0.008,0.779,0.743,0.856,0.847,0.861,1e-06,10,1,,,,
mlp,random,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,7.692,0.047,0.73,0.672,0.803,0.782,0.819,6.4e-05,10,1,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.184,0.02,0.661,0.484,0.57,0.514,0.834,1.1e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0011875629425048828
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,16.056,0.422,0.804,0.738,0.845,0.83,0.877,2.3e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0011875629425048828
svc,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.12,0.001,0.676,0.551,0.669,0.616,0.757,3e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0011875629425048828
logreg,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,4.058,0.006,0.689,0.597,0.729,0.688,0.767,1e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0011875629425048828
mlp,k-means,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,4.857,0.027,0.722,0.615,0.737,0.697,0.797,3.6e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0011875629425048828
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.123,0.021,0.829,0.802,0.892,0.887,0.875,1.6e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0013005733489990234
rf,ag,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,14.766,0.163,0.819,0.752,0.854,0.839,0.88,1.2e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0013005733489990234
svc,ag,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.839,0.002,0.642,0.609,0.77,0.749,0.752,4e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0013005733489990234
logreg,ag,0.75,0.747,0.747,0.75,0.224,0.224,0.224,0.224,6.821,0.005,0.674,0.603,0.745,0.709,0.733,0.0,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0013005733489990234
mlp,ag,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,7.387,0.017,0.678,0.562,0.683,0.633,0.743,3e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0013005733489990234
xgb,k_center,0.55,0.527,0.527,0.55,0.292,0.31,0.31,0.292,4.899,0.02,0.747,0.617,0.731,0.688,0.814,9e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0013790130615234375
rf,k_center,0.55,0.493,0.493,0.55,0.292,0.32,0.32,0.292,14.747,0.146,0.501,0.141,0.053,0.16,0.731,1.2e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0013790130615234375
svc,k_center,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,6.341,0.001,0.5,0.135,0.043,0.156,0.5,4e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0013790130615234375
logreg,k_center,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,7.16,0.007,0.5,0.143,0.058,0.161,0.403,0.0,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0013790130615234375
mlp,k_center,0.3,0.287,0.287,0.3,0.292,0.289,0.289,0.292,6.387,0.018,0.58,0.344,0.373,0.347,0.567,4e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0013790130615234375
xgb,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,4.102,0.051,0.53,0.521,0.793,0.845,0.658,1.7e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.001291513442993164
rf,craig,0.5,0.333,0.333,0.5,0.0,0.0,0.0,0.0,15.131,0.435,0.53,0.526,0.79,0.835,0.689,2.3e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.001291513442993164
svc,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,6.291,0.001,0.574,0.55,0.731,0.703,0.383,2e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.001291513442993164
logreg,craig,0.6,0.533,0.533,0.6,0.374,0.4,0.4,0.374,6.594,0.007,0.611,0.401,0.456,0.412,0.668,0.0,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.001291513442993164
mlp,craig,0.5,0.4,0.4,0.5,0.316,0.327,0.327,0.316,7.96,0.044,0.635,0.613,0.781,0.766,0.727,4.4e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.001291513442993164
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.21,0.033,0.298,0.313,0.478,0.396,0.197,5e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0015087127685546875
rf,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,12.493,0.145,0.272,0.265,0.387,0.307,0.192,1.2e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0015087127685546875
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.975,0.002,0.364,0.29,0.376,0.312,0.285,3e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0015087127685546875
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.301,0.007,0.318,0.297,0.42,0.342,0.298,1e-06,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0015087127685546875
mlp,lc,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,3.799,0.04,0.343,0.307,0.423,0.348,0.321,5.8e-05,10,1,125.28072905540466,29.960384607315063,5.740136233086821e-07,0.0015087127685546875
xgb,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.872,0.035,0.833,0.789,0.881,0.873,0.85,9e-06,10,2,,,,
rf,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,13.267,0.168,0.766,0.644,0.758,0.72,0.857,1.2e-05,10,2,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.827,0.001,0.792,0.739,0.849,0.836,0.866,4e-06,10,2,,,,
logreg,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.806,0.006,0.782,0.709,0.824,0.805,0.858,1e-06,10,2,,,,
mlp,random,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,7.44,0.03,0.77,0.667,0.783,0.752,0.854,8.6e-05,10,2,,,,
xgb,k-means,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,4.418,0.027,0.791,0.763,0.87,0.864,0.871,8e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0012176036834716797
rf,k-means,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,13.841,0.258,0.743,0.695,0.823,0.807,0.83,1.7e-05,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0012176036834716797
svc,k-means,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,2.569,0.001,0.73,0.63,0.754,0.717,0.259,3e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0012176036834716797
logreg,k-means,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,7.297,0.006,0.707,0.651,0.789,0.766,0.785,1e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0012176036834716797
mlp,k-means,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,6.065,0.055,0.715,0.64,0.772,0.742,0.77,3.1e-05,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0012176036834716797
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.715,0.028,0.612,0.481,0.589,0.528,0.784,6e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0012962818145751953
rf,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,14.173,0.259,0.765,0.697,0.817,0.797,0.822,2e-05,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0012962818145751953
svc,ag,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,6.702,0.001,0.731,0.572,0.675,0.624,0.203,3e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0012962818145751953
logreg,ag,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,6.811,0.006,0.679,0.652,0.803,0.79,0.792,1e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0012962818145751953
mlp,ag,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,6.116,0.016,0.698,0.586,0.71,0.663,0.773,4e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0012962818145751953
xgb,k_center,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,7.201,0.027,0.828,0.788,0.882,0.875,0.844,6e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0016372203826904297
rf,k_center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,15.755,0.339,0.507,0.253,0.244,0.253,0.626,2.2e-05,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0016372203826904297
svc,k_center,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.742,0.002,0.648,0.508,0.615,0.556,0.479,5e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0016372203826904297
logreg,k_center,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,7.937,0.006,0.564,0.323,0.343,0.324,0.613,1e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0016372203826904297
mlp,k_center,0.5,0.42,0.42,0.5,0.158,0.183,0.183,0.158,7.311,0.028,0.609,0.448,0.535,0.477,0.624,5.4e-05,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0016372203826904297
xgb,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,4.111,0.034,0.5,0.466,0.774,0.839,0.5,2e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0013074874877929688
rf,craig,0.4,0.267,0.267,0.4,0.2,0.133,0.133,0.2,13.172,0.277,0.527,0.521,0.788,0.833,0.601,2.4e-05,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0013074874877929688
svc,craig,0.5,0.4,0.4,0.5,0.316,0.327,0.327,0.316,3.768,0.001,0.476,0.464,0.746,0.775,0.412,2e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0013074874877929688
logreg,craig,0.5,0.4,0.4,0.5,0.316,0.327,0.327,0.316,4.01,0.005,0.428,0.431,0.694,0.687,0.553,1e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0013074874877929688
mlp,craig,0.3,0.2,0.2,0.3,0.245,0.163,0.163,0.245,7.703,0.025,0.454,0.456,0.707,0.698,0.602,4.7e-05,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0013074874877929688
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.549,0.03,0.267,0.102,0.071,0.105,0.16,2e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0016372203826904297
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.729,0.429,0.226,0.186,0.251,0.197,0.16,3.4e-05,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0016372203826904297
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.123,0.002,0.522,0.258,0.246,0.258,0.294,4e-06,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0016372203826904297
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.349,0.005,0.538,0.238,0.207,0.241,0.27,0.0,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0016372203826904297
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.192,0.029,0.523,0.244,0.222,0.245,0.307,4.3e-05,10,2,494.2248318195343,13.493850708007812,5.642594523694995e-07,0.0016372203826904297
xgb,random,0.6,0.587,0.587,0.6,0.3,0.293,0.293,0.3,3.103,0.026,0.73,0.582,0.69,0.641,0.807,2.2e-05,10,3,,,,
rf,random,0.7,0.687,0.687,0.7,0.292,0.307,0.307,0.292,14.167,0.201,0.717,0.59,0.706,0.659,0.776,1.6e-05,10,3,,,,
svc,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.896,0.001,0.709,0.634,0.768,0.736,0.779,5e-06,10,3,,,,
logreg,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,3.938,0.005,0.734,0.643,0.768,0.735,0.803,1e-06,10,3,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.321,1.393,0.699,0.593,0.719,0.675,0.766,2.4e-05,10,3,,,,
xgb,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,4.861,0.205,0.814,0.796,0.89,0.887,0.872,1.7e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0017142295837402344
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,15.928,0.431,0.753,0.73,0.852,0.846,0.859,2.7e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0017142295837402344
svc,k-means,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,6.255,0.001,0.753,0.682,0.805,0.782,0.225,6e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0017142295837402344
logreg,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.793,0.007,0.756,0.691,0.814,0.794,0.823,0.0,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0017142295837402344
mlp,k-means,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,6.955,0.017,0.714,0.616,0.743,0.704,0.789,4e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0017142295837402344
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.175,0.048,0.802,0.802,0.896,0.896,0.877,2e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013289451599121094
rf,ag,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,10.525,0.207,0.716,0.708,0.844,0.841,0.854,1.7e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013289451599121094
svc,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,3.834,0.001,0.826,0.786,0.88,0.873,0.878,3e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013289451599121094
logreg,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,5.29,0.007,0.83,0.793,0.885,0.878,0.879,0.0,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013289451599121094
mlp,ag,0.65,0.547,0.547,0.65,0.2,0.275,0.275,0.2,7.339,0.048,0.821,0.768,0.867,0.856,0.878,4.5e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013289451599121094
xgb,k_center,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,7.721,0.032,0.817,0.796,0.889,0.886,0.8,2e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0015075206756591797
rf,k_center,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,16.046,0.434,0.718,0.58,0.692,0.643,0.838,2.8e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0015075206756591797
svc,k_center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,6.735,0.001,0.53,0.196,0.138,0.205,0.5,4e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0015075206756591797
logreg,k_center,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,6.449,0.007,0.528,0.215,0.172,0.221,0.55,1e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0015075206756591797
mlp,k_center,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,7.842,0.017,0.541,0.271,0.263,0.272,0.565,2.7e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0015075206756591797
xgb,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,4.118,0.026,0.5,0.458,0.774,0.845,0.5,7e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013186931610107422
rf,craig,0.4,0.267,0.267,0.4,0.2,0.133,0.133,0.2,12.583,0.301,0.5,0.458,0.774,0.845,0.5,1.8e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013186931610107422
svc,craig,0.7,0.6,0.667,0.7,0.245,0.327,0.298,0.245,4.442,0.002,0.388,0.263,0.311,0.269,0.597,4e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013186931610107422
logreg,craig,0.4,0.267,0.333,0.4,0.2,0.133,0.211,0.2,6.344,0.006,0.532,0.322,0.354,0.325,0.5,1e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013186931610107422
mlp,craig,0.7,0.6,0.667,0.7,0.245,0.327,0.298,0.245,6.393,0.044,0.552,0.401,0.481,0.423,0.567,4.1e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013186931610107422
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.192,0.027,0.279,0.281,0.417,0.335,0.16,1.9e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013933181762695312
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.516,0.299,0.288,0.308,0.475,0.393,0.188,2e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013933181762695312
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.115,0.002,0.383,0.344,0.474,0.398,0.309,4e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013933181762695312
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.909,0.007,0.305,0.267,0.366,0.295,0.231,1e-06,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013933181762695312
mlp,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.181,0.018,0.312,0.301,0.434,0.354,0.252,4e-05,10,3,477.0629463195801,182.9019956588745,1.10275844007803e-06,0.0013933181762695312
